Year,Storm,Province,Houses destroyed,Houses damaged,Total Houses
2021,Dante,Agusan del Norte,0.0,3.0,3.0
2021,Dante,Aklan,0.0,1.0,1.0
2021,Dante,Albay,0.0,0.0,0.0
2021,Dante,Bataan,0.0,0.0,0.0
2021,Dante,Biliran,33.0,239.0,272.0
2021,Dante,Bohol,0.0,0.0,0.0
2021,Dante,Camarines Sur,0.0,0.0,0.0
2021,Dante,Cebu,0.0,0.0,0.0
2021,Dante,Davao de Oro,3.0,3.0,6.0
2021,Dante,Isabela,2.0,3.0,5.0
2021,Dante,Leyte,14.0,63.0,77.0
2021,Dante,Masbate,28.0,264.0,292.0
2021,Dante,Negros Occidental,81.0,2552.0,2633.0
2021,Dante,Negros Oriental,0.0,0.0,0.0
2021,Dante,Southern Leyte,1.0,12.0,13.0
