date,province,latitude,longitude,wind_speed_10m_max,wind_gusts_10m_max,precipitation_hours,precipitation_sum
2018-09-06 00:00:00+00:00,Abra,17.60984,120.725334,9.387651,24.119999,6.0,12.700001
2018-09-06 00:00:00+00:00,Agusan del Norte,8.963093,125.548836,16.80857,41.399998,3.0,0.5
2018-09-06 00:00:00+00:00,Agusan del Sur,8.611599,125.938034,10.440001,28.8,5.0,3.6
2018-09-06 00:00:00+00:00,Aklan,11.704745,122.361359,7.653705,38.88,21.0,4.0999994
2018-09-06 00:00:00+00:00,Albay,13.110721,123.770493,15.281989,39.239998,16.0,4.799999
2018-09-06 00:00:00+00:00,Antique,10.720562,121.961136,19.85556,41.760002,24.0,20.8
2018-09-06 00:00:00+00:00,Apayao,17.820738,121.425804,6.489992,24.119999,6.0,5.7999997
2018-09-06 00:00:00+00:00,Aurora,15.782074,121.5,10.1887,32.760002,19.0,75.4
2018-09-06 00:00:00+00:00,Basilan,6.713532,122.018501,14.182355,36.719997,9.0,2.1000001
2018-09-06 00:00:00+00:00,Bataan,14.657293,120.529739,9.693296,30.239998,22.0,91.100006
2018-09-06 00:00:00+00:00,Batanes,20.421791,121.961777,16.267857,23.039999,4.0,0.70000005
2018-09-06 00:00:00+00:00,Batangas,13.743409,121.074379,23.97989,47.519997,24.0,95.8
2018-09-06 00:00:00+00:00,Benguet,16.48506,120.685715,4.896529,20.880001,14.0,16.7
2018-09-06 00:00:00+00:00,Biliran,11.564148,124.473213,13.044722,42.48,14.0,5.099999
2018-09-06 00:00:00+00:00,Bohol,9.66608,123.897125,20.390114,53.639996,14.0,7.3999987
2018-09-06 00:00:00+00:00,Bukidnon,8.119508,125.183914,8.089993,24.48,19.0,15.9000025
2018-09-06 00:00:00+00:00,Bulacan,14.86819,120.782852,14.458382,27.0,23.0,50.1
2018-09-06 00:00:00+00:00,Cagayan,17.60984,121.682785,11.177405,22.68,7.0,5.0
2018-09-06 00:00:00+00:00,Camarines Norte,14.094903,122.96125,14.587776,29.519999,22.0,5.9999986
2018-09-06 00:00:00+00:00,Camarines Sur,13.602812,123.244728,14.168641,25.56,22.0,7.7999997
2018-09-06 00:00:00+00:00,Camiguin,9.244288,124.735474,19.33639,64.079994,7.0,0.8000001
2018-09-06 00:00:00+00:00,Capiz,11.564148,122.785713,18.25026,32.039997,7.0,2.8
2018-09-06 00:00:00+00:00,Catanduanes,13.602812,124.317139,18.971008,40.68,20.0,7.9999986
2018-09-06 00:00:00+00:00,Cavite,14.305799,120.888069,15.459054,26.28,24.0,67.4
2018-09-06 00:00:00+00:00,Cebu,10.29877,123.769775,16.831684,50.039997,9.0,1.3000001
2018-09-06 00:00:00+00:00,Cotabato,6.994728,125.0886,9.220499,34.92,10.0,3.6
2018-09-06 00:00:00+00:00,Davao Occidental,6.432337,125.532265,11.966954,30.960001,6.0,1.1
2018-09-06 00:00:00+00:00,Davao Oriental,6.924429,126.273178,15.986595,37.079998,0.0,0.0
2018-09-06 00:00:00+00:00,Davao de Oro,7.627417,125.969391,12.758432,32.399998,4.0,2.9
2018-09-06 00:00:00+00:00,Davao del Norte,7.41652,125.801529,14.458382,37.079998,2.0,0.3
2018-09-06 00:00:00+00:00,Davao del Sur,6.783832,125.378792,22.406927,46.8,1.0,0.2
2018-09-06 00:00:00+00:00,Dinagat Islands,10.087873,125.574059,24.26998,55.8,13.0,2.6
2018-09-06 00:00:00+00:00,Eastern Samar,11.634446,125.388748,11.246759,37.8,5.0,2.5
2018-09-06 00:00:00+00:00,Guimaras,10.579965,122.619049,24.72495,48.6,24.0,11.099998
2018-09-06 00:00:00+00:00,Ifugao,16.836554,121.17704,4.510787,18.72,14.0,4.5
2018-09-06 00:00:00+00:00,Ilocos Norte,18.172232,120.614037,7.8625183,21.96,6.0,5.4
2018-09-06 00:00:00+00:00,Ilocos Sur,17.539541,120.434784,8.707237,23.759998,8.0,6.2999997
2018-09-06 00:00:00+00:00,Iloilo,11.001758,122.632973,27.238941,52.199997,9.0,2.2999997
2018-09-06 00:00:00+00:00,Isabela,17.11775,121.902016,12.229406,23.039999,6.0,1.2
2018-09-06 00:00:00+00:00,Kalinga,17.469244,121.447876,10.44,23.039999,9.0,4.3999996
2018-09-06 00:00:00+00:00,La Union,16.625658,120.314888,11.246759,27.72,14.0,9.8
2018-09-06 00:00:00+00:00,Laguna,14.305799,121.470863,33.847656,71.64,24.0,44.3
2018-09-06 00:00:00+00:00,Lanao del Norte,8.260105,124.318771,11.609651,40.68,6.0,3.1
2018-09-06 00:00:00+00:00,Lanao del Sur,7.97891,124.355255,16.263872,36.36,7.0,8.1
2018-09-06 00:00:00+00:00,Leyte,11.212654,124.959999,10.239453,32.760002,9.0,2.9
2018-09-06 00:00:00+00:00,Maguindanao del Norte,6.994728,124.40506,8.669949,34.2,11.0,5.9999995
2018-09-06 00:00:00+00:00,Maguindanao del Sur,6.713532,124.819176,8.28,30.239998,11.0,18.800001
2018-09-06 00:00:00+00:00,Marinduque,13.462214,121.866425,25.984917,52.56,23.0,14.799999
2018-09-06 00:00:00+00:00,Masbate,12.196836,123.618362,22.66857,42.12,21.0,16.0
2018-09-06 00:00:00+00:00,Metro Manila,14.586995,121.002785,17.518356,46.44,22.0,56.10001
2018-09-06 00:00:00+00:00,Misamis Occidental,8.471002,123.788658,9.9571085,42.48,7.0,18.0
2018-09-06 00:00:00+00:00,Misamis Oriental,8.471002,124.639168,11.457958,32.760002,9.0,5.0
2018-09-06 00:00:00+00:00,Mountain Province,17.11775,120.864555,8.825508,27.0,9.0,21.4
2018-09-06 00:00:00+00:00,Negros Occidental,10.650264,122.965576,23.966375,46.079998,24.0,21.999998
2018-09-06 00:00:00+00:00,Negros Oriental,9.314587,123.28125,6.439876,38.88,8.0,3.8999999
2018-09-06 00:00:00+00:00,Northern Samar,12.478031,124.63414,17.610588,43.199997,6.0,0.70000005
2018-09-06 00:00:00+00:00,Nueva Ecija,15.500878,120.958641,12.261157,27.359999,20.0,60.800003
2018-09-06 00:00:00+00:00,Nueva Vizcaya,16.48506,121.200005,7.10031,23.039999,18.0,7.7999988
2018-09-06 00:00:00+00:00,Occidental Mindoro,12.337434,121.163208,16.199999,33.839996,24.0,23.3
2018-09-06 00:00:00+00:00,Oriental Mindoro,13.391915,121.096893,13.513193,32.039997,17.0,12.200002
2018-09-06 00:00:00+00:00,Palawan,9.73638,118.664917,10.182337,33.48,12.0,4.1
2018-09-06 00:00:00+00:00,Pampanga,15.008787,120.672272,13.479583,28.44,23.0,61.1
2018-09-06 00:00:00+00:00,Pangasinan,15.99297,120.227058,9.826088,24.84,17.0,21.300001
2018-09-06 00:00:00+00:00,Quezon,13.954306,121.657455,20.172853,39.239998,22.0,28.599995
2018-09-06 00:00:00+00:00,Quirino,16.555359,121.487137,8.587338,21.24,14.0,3.2
2018-09-06 00:00:00+00:00,Rizal,14.586995,121.253479,16.1198,47.88,23.0,49.2
2018-09-06 00:00:00+00:00,Romblon,12.407733,122.003609,21.638964,43.199997,24.0,23.6
2018-09-06 00:00:00+00:00,Samar,11.775043,124.888092,16.92383,46.8,17.0,8.9
2018-09-06 00:00:00+00:00,Sarangani,6.080843,125.308853,22.007162,46.44,8.0,2.4
2018-09-06 00:00:00+00:00,Siquijor,9.244288,123.486557,42.518116,59.76,17.0,6.5
2018-09-06 00:00:00+00:00,Sorsogon,12.970123,124.036362,14.007655,34.2,10.0,4.1
2018-09-06 00:00:00+00:00,South Cotabato,6.502636,124.882553,6.849467,28.08,6.0,3.3999999
2018-09-06 00:00:00+00:00,Southern Leyte,10.158173,124.815788,21.67786,46.8,13.0,14.2
2018-09-06 00:00:00+00:00,Sultan Kudarat,6.643234,124.638657,7.2805495,20.519999,8.0,2.8
2018-09-06 00:00:00+00:00,Sulu,6.080843,121.026711,17.238699,38.519997,6.0,4.6
2018-09-06 00:00:00+00:00,Surigao del Norte,9.806679,125.449783,29.949316,40.68,4.0,0.5
2018-09-06 00:00:00+00:00,Surigao del Sur,9.033392,126.202423,14.799459,32.760002,5.0,3.4999998
2018-09-06 00:00:00+00:00,Tarlac,15.500878,120.6203,13.324863,28.08,18.0,52.7
2018-09-06 00:00:00+00:00,Tawi-Tawi,5.026362,119.752678,24.014996,34.92,15.0,6.1000004
2018-09-06 00:00:00+00:00,Zambales,15.360281,119.971855,9.0,23.4,20.0,50.600002
2018-09-06 00:00:00+00:00,Zamboanga Sibugay,7.768014,122.580925,12.641076,37.079998,21.0,11.5
2018-09-06 00:00:00+00:00,Zamboanga del Norte,8.541301,123.353401,19.562946,50.399998,8.0,14.500001
2018-09-06 00:00:00+00:00,Zamboanga del Sur,7.838313,123.452682,12.015589,38.88,16.0,20.4
2018-09-07 00:00:00+00:00,Abra,17.60984,120.725334,19.228851,42.12,21.0,58.199993
2018-09-07 00:00:00+00:00,Agusan del Norte,8.963093,125.548836,15.273505,37.44,4.0,6.2999997
2018-09-07 00:00:00+00:00,Agusan del Sur,8.611599,125.938034,9.83268,20.880001,9.0,7.4999995
2018-09-07 00:00:00+00:00,Aklan,11.704745,122.361359,19.191748,39.96,7.0,1.1
2018-09-07 00:00:00+00:00,Albay,13.110721,123.770493,22.26477,49.68,11.0,1.9000002
2018-09-07 00:00:00+00:00,Antique,10.720562,121.961136,19.95972,43.56,21.0,13.400001
2018-09-07 00:00:00+00:00,Apayao,17.820738,121.425804,9.726664,31.319998,23.0,58.8
2018-09-07 00:00:00+00:00,Aurora,15.782074,121.5,15.646544,37.44,16.0,91.5
2018-09-07 00:00:00+00:00,Basilan,6.713532,122.018501,17.782686,39.96,6.0,4.2
2018-09-07 00:00:00+00:00,Bataan,14.657293,120.529739,16.179985,36.719997,22.0,10.300002
2018-09-07 00:00:00+00:00,Batanes,20.421791,121.961777,24.798225,33.48,11.0,5.3
2018-09-07 00:00:00+00:00,Batangas,13.743409,121.074379,20.617662,42.48,6.0,1.2
2018-09-07 00:00:00+00:00,Benguet,16.48506,120.685715,9.693296,35.28,24.0,57.300003
2018-09-07 00:00:00+00:00,Biliran,11.564148,124.473213,15.2947035,39.6,7.0,2.5
