date,province,latitude,longitude,wind_speed_10m_max,wind_gusts_10m_max,precipitation_hours,precipitation_sum
2014-07-02 00:00:00+00:00,Abra,17.60984,120.725334,11.885453,21.599998,8.0,4.2000003
2014-07-02 00:00:00+00:00,Agusan del Norte,8.963093,125.548836,13.896187,24.48,3.0,0.3
2014-07-02 00:00:00+00:00,Agusan del Sur,8.611599,125.938034,10.823973,25.919998,5.0,2.0
2014-07-02 00:00:00+00:00,Aklan,11.704745,122.361359,16.862455,26.64,18.0,7.5999994
2014-07-02 00:00:00+00:00,Albay,13.110721,123.770493,5.937272,25.199999,11.0,3.9000003
2014-07-02 00:00:00+00:00,Antique,10.720562,121.961136,13.281023,25.919998,19.0,20.000002
2014-07-02 00:00:00+00:00,Apayao,17.820738,121.425804,11.457958,23.4,4.0,2.6
2014-07-02 00:00:00+00:00,Aurora,15.782074,121.5,8.473393,27.0,5.0,0.6
2014-07-02 00:00:00+00:00,Basilan,6.713532,122.018501,18.079027,29.16,21.0,16.3
2014-07-02 00:00:00+00:00,Bataan,14.657293,120.529739,7.2805495,22.319998,8.0,1.8000002
2014-07-02 00:00:00+00:00,Batanes,20.421791,121.961777,9.085988,15.119999,0.0,0.0
2014-07-02 00:00:00+00:00,Batangas,13.743409,121.074379,12.758432,21.24,10.0,4.0
2014-07-02 00:00:00+00:00,Benguet,16.48506,120.685715,4.2136917,26.64,9.0,5.6
2014-07-02 00:00:00+00:00,Biliran,11.564148,124.473213,14.264361,25.919998,23.0,21.799997
2014-07-02 00:00:00+00:00,Bohol,9.66608,123.897125,12.594856,24.48,14.0,6.2
2014-07-02 00:00:00+00:00,Bukidnon,8.119508,125.183914,9.021574,24.119999,10.0,8.500001
2014-07-02 00:00:00+00:00,Bulacan,14.86819,120.782852,8.669949,21.599998,14.0,3.3000002
2014-07-02 00:00:00+00:00,Cagayan,17.60984,121.682785,11.720751,25.56,4.0,1.5000001
2014-07-02 00:00:00+00:00,Camarines Norte,14.094903,122.96125,11.4862,23.039999,11.0,2.1000001
2014-07-02 00:00:00+00:00,Camarines Sur,13.602812,123.244728,8.39657,21.24,9.0,3.8999996
2014-07-02 00:00:00+00:00,Camiguin,9.244288,124.735474,29.05983,40.68,19.0,11.000001
2014-07-02 00:00:00+00:00,Capiz,11.564148,122.785713,11.525623,20.519999,17.0,7.899999
2014-07-02 00:00:00+00:00,Catanduanes,13.602812,124.317139,12.768586,19.44,15.0,7.3000007
2014-07-02 00:00:00+00:00,Cavite,14.305799,120.888069,11.966954,23.4,13.0,4.8999996
2014-07-02 00:00:00+00:00,Cebu,10.29877,123.769775,10.799999,23.039999,9.0,12.200001
2014-07-02 00:00:00+00:00,Cotabato,6.994728,125.0886,8.225035,28.44,11.0,5.7
2014-07-02 00:00:00+00:00,Davao Occidental,6.432337,125.532265,9.511088,32.039997,9.0,8.7
2014-07-02 00:00:00+00:00,Davao Oriental,6.924429,126.273178,10.296251,18.359999,1.0,0.4
2014-07-02 00:00:00+00:00,Davao de Oro,7.627417,125.969391,9.422101,21.24,0.0,0.0
2014-07-02 00:00:00+00:00,Davao del Norte,7.41652,125.801529,7.072878,24.48,10.0,6.2999997
2014-07-02 00:00:00+00:00,Davao del Sur,6.783832,125.378792,8.587338,30.239998,13.0,5.6
2014-07-02 00:00:00+00:00,Dinagat Islands,10.087873,125.574059,21.603,44.28,24.0,22.499998
2014-07-02 00:00:00+00:00,Eastern Samar,11.634446,125.388748,10.390226,19.8,24.0,12.500001
2014-07-02 00:00:00+00:00,Guimaras,10.579965,122.619049,12.496718,21.599998,12.0,12.7
2014-07-02 00:00:00+00:00,Ifugao,16.836554,121.17704,7.5685663,24.48,4.0,1.4000001
2014-07-02 00:00:00+00:00,Ilocos Norte,18.172232,120.614037,11.165805,24.119999,6.0,4.5
2014-07-02 00:00:00+00:00,Ilocos Sur,17.539541,120.434784,11.885453,21.599998,8.0,4.2000003
2014-07-02 00:00:00+00:00,Iloilo,11.001758,122.632973,11.681987,20.16,11.0,10.0
2014-07-02 00:00:00+00:00,Isabela,17.11775,121.902016,8.311245,21.599998,9.0,14.599999
2014-07-02 00:00:00+00:00,Kalinga,17.469244,121.447876,11.457958,23.4,4.0,2.6
2014-07-02 00:00:00+00:00,La Union,16.625658,120.314888,14.291592,22.68,11.0,4.9999995
2014-07-02 00:00:00+00:00,Laguna,14.305799,121.470863,12.594856,22.319998,2.0,0.4
2014-07-02 00:00:00+00:00,Lanao del Norte,8.260105,124.318771,9.504273,23.039999,15.0,11.8
2014-07-02 00:00:00+00:00,Lanao del Sur,7.97891,124.355255,10.308831,25.199999,20.0,25.499998
2014-07-02 00:00:00+00:00,Leyte,11.212654,124.959999,12.758432,22.68,19.0,10.5
2014-07-02 00:00:00+00:00,Maguindanao del Norte,6.994728,124.40506,13.698934,32.039997,24.0,15.8
2014-07-02 00:00:00+00:00,Maguindanao del Sur,6.713532,124.819176,9.885262,28.8,17.0,6.6
2014-07-02 00:00:00+00:00,Marinduque,13.462214,121.866425,20.371038,29.16,10.0,3.0000005
2014-07-02 00:00:00+00:00,Masbate,12.196836,123.618362,14.759999,22.68,15.0,8.3
2014-07-02 00:00:00+00:00,Metro Manila,14.586995,121.002785,8.669949,21.599998,14.0,3.3000002
2014-07-02 00:00:00+00:00,Misamis Occidental,8.471002,123.788658,19.852295,30.239998,11.0,3.3
2014-07-02 00:00:00+00:00,Misamis Oriental,8.471002,124.639168,10.315115,23.4,17.0,5.4999995
