date,province,latitude,longitude,wind_speed_10m_max,wind_gusts_10m_max,precipitation_hours,precipitation_sum
2012-06-10 00:00:00+00:00,Abra,17.60984,120.725334,27.103,51.839996,22.0,30.5
2012-06-10 00:00:00+00:00,Agusan del Norte,8.963093,125.548836,11.885453,24.119999,8.0,2.7
2012-06-10 00:00:00+00:00,Agusan del Sur,8.611599,125.938034,9.085988,20.880001,6.0,4.7999997
2012-06-10 00:00:00+00:00,Aklan,11.704745,122.361359,20.799152,36.36,10.0,6.6000004
2012-06-10 00:00:00+00:00,Albay,13.110721,123.770493,10.739832,32.039997,6.0,4.1
2012-06-10 00:00:00+00:00,Antique,10.720562,121.961136,11.570515,33.12,14.0,11.4
2012-06-10 00:00:00+00:00,Apayao,17.820738,121.425804,6.5693827,28.08,8.0,16.599998
2012-06-10 00:00:00+00:00,Aurora,15.782074,121.5,18.0036,45.719997,2.0,3.6000001
2012-06-10 00:00:00+00:00,Basilan,6.713532,122.018501,15.379206,29.16,18.0,13.599998
2012-06-10 00:00:00+00:00,Bataan,14.657293,120.529739,17.0763,39.6,3.0,1.9000001
2012-06-10 00:00:00+00:00,Batanes,20.421791,121.961777,44.25072,59.039997,19.0,14.700001
2012-06-10 00:00:00+00:00,Batangas,13.743409,121.074379,24.795612,39.96,12.0,4.8999996
2012-06-10 00:00:00+00:00,Benguet,16.48506,120.685715,9.885262,49.32,10.0,18.2
2012-06-10 00:00:00+00:00,Biliran,11.564148,124.473213,10.685391,30.599998,11.0,5.4000006
2012-06-10 00:00:00+00:00,Bohol,9.66608,123.897125,9.826088,27.72,10.0,12.0
2012-06-10 00:00:00+00:00,Bukidnon,8.119508,125.183914,7.491114,20.880001,9.0,6.0
2012-06-10 00:00:00+00:00,Bulacan,14.86819,120.782852,24.144167,42.839996,9.0,2.0
2012-06-10 00:00:00+00:00,Cagayan,17.60984,121.682785,5.634891,30.239998,8.0,8.2
2012-06-10 00:00:00+00:00,Camarines Norte,14.094903,122.96125,15.629971,34.92,3.0,1.9
2012-06-10 00:00:00+00:00,Camarines Sur,13.602812,123.244728,16.279802,33.839996,13.0,7.4000006
2012-06-10 00:00:00+00:00,Camiguin,9.244288,124.735474,18.35647,25.56,10.0,3.6000001
