Year,Storm,Province,Damage to Infrastructure (PhP)
2021,Lannie,Antique,0
2021,Lannie,Capiz,0
2021,Lannie,Guimaras,0
2021,Lannie,Iloilo,0
2021,Lannie,Negros Occidental,0
2021,Lannie,Palawan,0
