Year,Storm,Province,compound_hazard_days,compound_hazard_score,consecutive_rain_days,days_with_damaging_wind,days_with_heavy_rain,days_with_rain,days_with_strong_wind,days_with_very_heavy_rain,max_daily_precip_mm,max_hourly_precip_mm,max_wind_gust_kmh,max_wind_speed_kmh,mean_daily_precipitation_mm,precip_variability,precipitation_concentration_index,rain_during_closest_approach,total_precipitation_hours,total_precipitation_mm,wind_gust_persistence_score,wind_rain_product
2010,Agaton,Northern Samar,0,0.27319999075,0,0,0,4,0,0,4.4,0.18333333333333335,48.239998,24.315327,1.6000000375,1.5156328400091796,0.48242187443542517,1.7,41.0,12.8000003,0.0,617.4719888719994
2010,Agaton,Nueva Ecija,0,0.21780000000000002,0,0,0,0,0,0,0.0,0.0,43.56,18.511143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Agaton,Nueva Vizcaya,0,0.21250000025,0,0,0,3,0,0,3.9,0.1625,37.8,12.758432,1.1750000125,1.5836215341966746,0.6489361672985516,0.4,31.0,9.4000001,0.0,355.32000378
2010,Agaton,Occidental Mindoro,0,0.2229000005,0,0,0,3,0,0,3.0,0.125,40.68,19.130875,0.9750000249999999,1.1119481173662231,0.5769230749506906,0.0,28.0,7.8000001999999995,0.0,317.304008136
2010,Agaton,Oriental Mindoro,0,0.321949993,0,0,0,4,0,0,8.700001,0.36250004166666666,50.039997,20.380579,3.5875003999999997,3.8823552998516573,0.523083640283357,0.4,76.0,28.700003199999998,0.125,1436.1480740279903
2010,Agaton,Palawan,0,0.26449999949999997,0,0,0,4,0,0,3.6,0.15,46.8,22.253124,1.524999975,1.3530388944890015,0.4610655854273047,0.0,52.0,12.1999998,0.0,570.95999064
2010,Agaton,Pampanga,0,0.216249985,0,0,0,0,0,0,0.1,0.004166666666666667,43.199997,21.129885,0.0125,0.03535533905932738,0.875,0.0,1.0,0.1,0.0,4.3199997
2010,Agaton,Pangasinan,0,0.21339999999999998,0,0,0,0,0,0,0.4,0.016666666666666666,42.48,24.490585,0.05,0.14142135623730953,0.875,0.0,2.0,0.4,0.0,16.992
2010,Agaton,Quezon,0,0.343550003125,0,0,0,4,1,0,6.000001,0.2500000416666667,61.56,40.258884,1.78750015625,2.0869923116173954,0.5708042119052257,0.70000005,64.0,14.30000125,0.125,880.30807695
2010,Agaton,Quirino,0,0.23409998649999997,0,0,0,3,0,0,7.4000006,0.30833335833333336,38.519997,15.03835,2.075000075,3.212364647287556,0.6942771149658875,0.6,38.0,16.6000006,0.0,639.4319733119981
2010,Agaton,Rizal,0,0.29790000024999996,0,0,0,2,0,0,3.1,0.12916666666666668,56.88,27.238941,0.6750000125,1.1055057126556547,0.717592590877915,0.0,16.0,5.4000001,0.25,307.152005688
2010,Agaton,Romblon,0,0.280749985,0,0,0,3,0,0,2.5,0.10416666666666667,52.199997,26.564486,0.9875,1.05889089415024,0.5395569525316455,0.2,44.0,7.9,0.125,412.37997630000007
2010,Agaton,Samar,0,0.2633500001,1,0,0,2,0,0,16.4,0.6833333333333332,42.12,21.650938,2.6375000049999997,5.56749173918176,0.6960900467846634,0.5,32.0,21.100000039999998,0.0,888.7320016847998
2010,Agaton,Sarangani,0,0.32560001075,1,0,0,4,0,0,22.000004,0.9166668333333333,49.32,21.437386,3.9500005375000002,7.483125235297404,0.7278481157516803,0.0,47.0,31.600004300000002,0.0,1558.5122120760002
2010,Agaton,Siquijor,0,0.229999999625,0,0,0,3,0,0,7.2,0.3,39.6,29.01743,1.5999999812499999,2.450072859849568,0.6679687456207277,0.0,30.0,12.799999849999999,0.0,506.87999406
2010,Agaton,Sorsogon,0,0.29589999325000005,0,0,0,7,0,0,9.8,0.4083333333333334,46.079998,29.275326,3.2750001625,2.8494360300392345,0.3845419785341768,1.5000001,100.0,26.2000013,0.0,1207.2960075039975
2010,Agaton,South Cotabato,0,0.279200012,2,0,0,5,0,0,22.700003,0.9458334583333333,28.44,7.9036193,6.850000599999999,7.597180904407026,0.5406022044727996,0.0,55.0,54.80000479999999,0.0,1558.5121365119999
2010,Agaton,Southern Leyte,0,0.19619998525,0,0,0,4,0,0,8.6,0.35833333333333334,32.039997,15.463244,1.8000000125,2.8570714281785614,0.6527777775848767,0.6,33.0,14.4000001,0.0,461.3759600039997
2010,Agaton,Sultan Kudarat,0,0.29640000749999995,2,0,0,5,0,0,21.400002,0.8916667500000001,31.68,12.074766,6.900000375,7.330952656861412,0.532608709731411,0.0,51.0,55.200003,0.0,1748.73609504
2010,Agaton,Sulu,0,0.16020000025,0,0,0,2,0,0,4.4,0.18333333333333335,28.44,19.734436,0.9000000125000001,1.5090205025588148,0.7013888878279324,0.4,32.0,7.2000001000000005,0.0,204.76800284400002
2010,Agaton,Surigao del Norte,0,0.31205000125,0,0,0,3,0,0,9.7,0.4041666666666666,50.76,23.740902,2.9125000625,3.6057246307087887,0.5863733860220304,0.5,56.0,23.3000005,0.125,1182.70802538
2010,Agaton,Surigao del Sur,0,0.31390000825,2,0,0,5,0,0,26.300007,1.095833625,37.079998,17.81909,6.4250009125,9.390993216109042,0.6590467179272168,1.3000002,84.0,51.4000073,0.0,1905.9121678839856
2010,Agaton,Tarlac,0,0.21780000000000002,0,0,0,0,0,0,0.0,0.0,43.56,18.511143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Agaton,Tawi-Tawi,0,0.19165000024999998,0,0,0,4,0,0,4.1,0.1708333333333333,31.68,21.9718,1.6625000124999998,1.72869685219408,0.5366541284838036,3.8999999,46.0,13.300000099999998,0.0,421.3440031679999
2010,Agaton,Zambales,0,0.1797,0,0,0,0,0,0,0.6,0.024999999999999998,35.64,17.429354,0.075,0.21213203435596426,0.875,0.0,4.0,0.6,0.0,21.384
2010,Agaton,Zamboanga del Norte,0,0.266499985125,1,0,0,5,0,0,10.9,0.45416666666666666,43.199997,20.49156,2.52500000625,3.5567842582370464,0.5952970273012448,0.0,51.0,20.20000005,0.0,872.6399415599999
2010,Agaton,Zamboanga del Sur,0,0.22360000025,0,0,0,2,0,0,3.7,0.15416666666666667,42.12,19.734436,0.6500000125000001,1.3244945208321124,0.7980769197485207,0.0,13.0,5.2000001000000005,0.0,219.024004212
2010,Agaton,Zamboanga Sibugay,0,0.21905000749999998,1,0,0,4,0,0,12.800001,0.533333375,30.960001,17.555307,3.212500125,4.658153668185357,0.6716926149146842,1.1,36.0,25.700001,0.0,795.672056660001
2010,Basyang,Abra,0,0.54459995625,1,0,1,8,0,1,105.49999,4.3958329166666665,38.519997,15.978484,15.644443166666669,33.877353136986166,0.732165395185542,2.3,69.0,140.7999885,0.0,5423.615134620034
2010,Basyang,Agusan del Norte,0,0.24200000124999999,0,0,0,9,0,0,9.8,0.4083333333333334,28.8,13.896187,4.355555611111111,2.4617631564253606,0.2777777776360544,3.8999999,66.0,39.200000499999994,0.0,1128.9600143999999
2010,Basyang,Agusan del Sur,0,0.29445000075,1,0,0,8,0,0,16.4,0.6833333333333332,28.44,12.074766,6.7666667,4.931784658721425,0.3641671198991949,6.7,75.0,60.9000003,0.0,1731.9960085320001
2010,Basyang,Aklan,0,0.32870000050000003,3,0,0,8,0,0,24.6,1.0250000000000001,24.84,14.264361,9.08888891111111,7.954156778481766,0.4482477565785843,11.900001,105.0,81.8000002,0.0,2031.912004968
2010,Basyang,Albay,0,0.48159999675000004,2,0,0,9,0,0,40.8,1.7,40.32,13.53236,12.4444443,11.468447118713252,0.4041666753261408,9.0,117.0,111.9999987,0.0,4515.839947584001
2010,Basyang,Antique,0,0.31119999750000005,1,0,0,8,0,0,22.1,0.9208333333333334,26.64,12.43434,7.911111000000002,5.917863709894729,0.3345817712410053,6.0,85.0,71.19999900000002,0.0,1896.7679733600005
2010,Basyang,Apayao,0,0.32549998337499997,0,0,0,7,0,0,9.4,0.39166666666666666,52.199997,14.973576,2.8666665944444443,2.957194501057288,0.4918173849144347,5.099999,67.0,25.79999935,0.1111111111111111,1346.759888670002
2010,Basyang,Aurora,2,0.9325499934999999,3,0,1,9,2,0,82.4,3.4333333333333336,65.159996,25.959969,26.966667266666665,25.57831155549577,0.4603763257911966,37.000008,168.0,242.70000539999998,0.3333333333333333,15814.33138106398
2010,Basyang,Basilan,0,0.229500001,1,0,0,8,0,0,11.300001,0.470833375,19.8,11.298495,5.800000044444444,3.2163646843136715,0.2843763532912835,7.2000003,109.0,52.2000004,0.0,1033.56000792
2010,Basyang,Bataan,0,0.6769499374999999,2,0,1,8,1,0,77.69998,3.2374991666666664,62.639996,28.36471,16.166664777777775,23.6795204756849,0.5661702471355847,13.000003,107.0,145.499983,0.2222222222222222,9114.118353120066
