Year,Storm,Province,Houses destroyed,Houses damaged,Total Houses
2020,Ulysses,Abra,0.0,0.0,0.0
2020,Ulysses,Apayao,0.0,0.0,0.0
2020,Ulysses,Batangas,0.0,0.0,0.0
2020,Ulysses,Benguet,0.0,0.0,0.0
2020,Ulysses,Cagayan,172.0,475.0,647.0
2020,Ulysses,Camarines Norte,0.0,0.0,0.0
2020,Ulysses,Isabela,0.0,0.0,0.0
2020,Ulysses,Kalinga,0.0,0.0,0.0
2020,Ulysses,La Union,1.0,10.0,11.0
2020,Ulysses,Laguna,0.0,0.0,0.0
2020,Ulysses,Marinduque,0.0,0.0,0.0
2020,Ulysses,Nueva Ecija,0.0,0.0,0.0
2020,Ulysses,Nueva Vizcaya,0.0,0.0,0.0
2020,Ulysses,Pangasinan,118.0,2816.0,2934.0
2020,Ulysses,Quezon,0.0,0.0,0.0
2020,Ulysses,Quirino,0.0,0.0,0.0
2020,Ulysses,Rizal,0.0,0.0,0.0
2020,Ulysses,Romblon,0.0,0.0,0.0
