Year,Storm,Province,Houses destroyed,Houses damaged,Total Houses
2023,Hanna,Abra,22.0,54.0,76.0
2023,Hanna,Aklan,0.0,1.0,1.0
2023,Hanna,Antique,67.0,401.0,468.0
2023,Hanna,Apayao,0.0,0.0,0.0
2023,Hanna,Aurora,0.0,0.0,0.0
2023,Hanna,Bataan,2.0,7.0,9.0
2023,Hanna,Batanes,0.0,0.0,0.0
2023,Hanna,Batangas,3.0,24.0,10.0
2023,Hanna,Benguet,0.0,4.0,4.0
2023,Hanna,Bulacan,0.0,0.0,0.0
2023,Hanna,Cagayan,0.0,6.0,6.0
2023,Hanna,Capiz,0.0,0.0,0.0
2023,Hanna,Cavite,1.0,1.0,0.0
2023,Hanna,Guimaras,2.0,4.0,6.0
2023,Hanna,Ifugao,0.0,0.0,0.0
2023,Hanna,Ilocos Norte,0.0,0.0,0.0
2023,Hanna,Ilocos Sur,0.0,0.0,0.0
2023,Hanna,Iloilo,4.0,69.0,73.0
2023,Hanna,Isabela,0.0,0.0,0.0
2023,Hanna,Kalinga,0.0,0.0,0.0
2023,Hanna,La Union,0.0,0.0,0.0
2023,Hanna,Laguna,0.0,0.0,0.0
2023,Hanna,Negros Occidental,59.0,323.0,382.0
2023,Hanna,Nueva Vizcaya,0.0,0.0,0.0
2023,Hanna,Occidental Mindoro,10.0,15.0,25.0
2023,Hanna,Palawan,4.0,0.0,4.0
2023,Hanna,Pampanga,0.0,0.0,0.0
2023,Hanna,Pangasinan,0.0,0.0,0.0
2023,Hanna,Quezon,0.0,0.0,0.0
2023,Hanna,Quirino,0.0,0.0,0.0
2023,Hanna,Rizal,0.0,0.0,0.0
2023,Hanna,Zambales,0.0,0.0,0.0
