Year,Storm,Province,Affected
2021,Odette,Agusan del Norte,174000.0
2021,Odette,Agusan del Sur,121169.0
2021,Odette,Aklan,73033.0
2021,Odette,Albay,1241.0
2021,Odette,Antique,175933.0
2021,Odette,Bohol,1334348.0
2021,Odette,Bukidnon,24104.0
2021,Odette,Camarines Sur,0.0
2021,Odette,Camiguin,15461.0
2021,Odette,Capiz,238960.0
2021,Odette,Cebu,2486006.0
2021,Odette,Cotabato,98164.0
2021,Odette,Davao Oriental,0.0
2021,Odette,Davao de Oro,848.0
2021,Odette,Davao del Norte,0.0
2021,Odette,Dinagat Islands,148587.0
2021,Odette,Eastern Samar,243180.0
2021,Odette,Guimaras,83037.0
2021,Odette,Iloilo,688724.0
2021,Odette,Isabela,71590.0
2021,Odette,Lanao del Norte,18123.0
2021,Odette,Lanao del Sur,36693.0
2021,Odette,Leyte,582021.0
2021,Odette,Marinduque,646.0
2021,Odette,Masbate,3096.0
2021,Odette,Misamis Occidental,6223.0
2021,Odette,Misamis Oriental,106847.0
2021,Odette,Negros Occidental,1504278.0
2021,Odette,Negros Oriental,523283.0
2021,Odette,Northern Samar,0.0
2021,Odette,Occidental Mindoro,0.0
2021,Odette,Oriental Mindoro,3046.0
2021,Odette,Palawan,395433.0
2021,Odette,Quezon,160.0
2021,Odette,Rizal,67.0
2021,Odette,Romblon,912.0
2021,Odette,Samar,10027.0
2021,Odette,Siquijor,16592.0
2021,Odette,Sorsogon,0.0
2021,Odette,Southern Leyte,462888.0
2021,Odette,Surigao del Norte,641170.0
2021,Odette,Surigao del Sur,346413.0
2021,Odette,Zamboanga del Norte,495.0
2021,Odette,Zamboanga del Sur,1115.0
