Year,Storm,Province,Damage to Infrastructure (PhP)
2025,Mirasol,Aurora,0
2025,Mirasol,Camarines Sur,0
2025,Mirasol,Catanduanes,0
2025,Mirasol,Quirino,0
2025,Mirasol,Rizal,0
