Year,Storm,Province,Damage to Infrastructure (PhP)
2022,Paeng,Abra,0.0
2022,Paeng,Agusan del Norte,0.0
2022,Paeng,Aklan,0.0
2022,Paeng,Albay,72500000.0
2022,Paeng,Antique,0.0
2022,Paeng,Apayao,0.0
2022,Paeng,Aurora,10000000.0
2022,Paeng,Basilan,0.0
2022,Paeng,Bataan,0.0
2022,Paeng,Batangas,676605800.0
2022,Paeng,Benguet,0.0
2022,Paeng,Biliran,0.0
2022,Paeng,Bulacan,10000000.0
2022,Paeng,Cagayan,116242500.0
2022,Paeng,Camarines Norte,134851077.97
2022,Paeng,Camarines Sur,389679632.02
2022,Paeng,Capiz,0.0
2022,Paeng,Catanduanes,54500000.0
2022,Paeng,Cavite,146516000.0
2022,Paeng,Cebu,0.0
2022,Paeng,Cotabato,0.0
2022,Paeng,Davao Occidental,0.0
2022,Paeng,Davao Oriental,0.0
2022,Paeng,Davao del Norte,0.0
2022,Paeng,Dinagat Islands,0.0
2022,Paeng,Eastern Samar,0.0
2022,Paeng,Guimaras,0.0
2022,Paeng,Ifugao,0.0
2022,Paeng,Ilocos Norte,0.0
2022,Paeng,Ilocos Sur,58400000.0
2022,Paeng,Iloilo,661675.0
2022,Paeng,Isabela,212067391.2
2022,Paeng,Kalinga,0.0
2022,Paeng,La Union,0.0
2022,Paeng,Laguna,445969800.0
2022,Paeng,Lanao del Norte,0.0
2022,Paeng,Lanao del Sur,0.0
2022,Paeng,Leyte,0.0
2022,Paeng,Marinduque,394188000.0
2022,Paeng,Masbate,105762980.0
2022,Paeng,Misamis Oriental,0.0
2022,Paeng,Negros Occidental,0.0
2022,Paeng,Negros Oriental,0.0
2022,Paeng,Northern Samar,0.0
2022,Paeng,Nueva Ecija,23000000.0
2022,Paeng,Nueva Vizcaya,128900000.0
2022,Paeng,Occidental Mindoro,2425400.0
2022,Paeng,Oriental Mindoro,520622000.0
2022,Paeng,Palawan,32174000.0
2022,Paeng,Pampanga,9200000.0
2022,Paeng,Pangasinan,4800000.0
2022,Paeng,Quezon,352415000.0
2022,Paeng,Quirino,2000000.0
2022,Paeng,Rizal,147870760.69
2022,Paeng,Romblon,0.0
2022,Paeng,Samar,0.0
2022,Paeng,Sarangani,0.0
2022,Paeng,Siquijor,0.0
2022,Paeng,Sorsogon,36081000.0
2022,Paeng,South Cotabato,0.0
2022,Paeng,Southern Leyte,0.0
2022,Paeng,Sultan Kudarat,0.0
2022,Paeng,Sulu,0.0
2022,Paeng,Surigao del Norte,0.0
2022,Paeng,Tarlac,2500000.0
2022,Paeng,Tawi-Tawi,0.0
2022,Paeng,Zambales,0.0
2022,Paeng,Zamboanga del Norte,0.0
2022,Paeng,Zamboanga del Sur,0.0
