Year,Storm,Province,Damage to Infrastructure (PhP)
2024,Enteng,Abra,2400000.0
2024,Enteng,Albay,1905833.5
2024,Enteng,Antique,0.0
2024,Enteng,Apayao,0.0
2024,Enteng,Aurora,0.0
2024,Enteng,Bataan,0.0
2024,Enteng,Batangas,0.0
2024,Enteng,Benguet,1422958.65
2024,Enteng,Biliran,18645000.0
2024,Enteng,Bulacan,0.0
2024,Enteng,Cagayan,13500000.0
2024,Enteng,Camarines Norte,0.0
2024,Enteng,Camarines Sur,334632500.0
2024,Enteng,Catanduanes,0.0
2024,Enteng,Cavite,0.0
2024,Enteng,Cebu,0.0
2024,Enteng,Eastern Samar,0.0
2024,Enteng,Ifugao,950000.0
2024,Enteng,Ilocos Norte,0.0
2024,Enteng,Ilocos Sur,0.0
2024,Enteng,Isabela,30500000.0
2024,Enteng,Kalinga,0.0
2024,Enteng,La Union,5200000.0
2024,Enteng,Laguna,0.0
2024,Enteng,Masbate,200000.0
2024,Enteng,Negros Occidental,0.0
2024,Enteng,Northern Samar,0.0
2024,Enteng,Nueva Ecija,0.0
2024,Enteng,Nueva Vizcaya,60500000.0
2024,Enteng,Pampanga,0.0
2024,Enteng,Pangasinan,69500000.0
2024,Enteng,Quezon,0.0
2024,Enteng,Quirino,7420772.5
2024,Enteng,Rizal,87333700.0
2024,Enteng,Romblon,0.0
2024,Enteng,Samar,5000000.0
2024,Enteng,Sorsogon,12500000.0
2024,Enteng,Tarlac,0.0
2024,Enteng,Zambales,0.0
