Year,Storm,Province,Houses destroyed,Houses damaged,Total Houses
2025,Jacinto,Agusan del Norte,0.0,0.0,0.0
2025,Jacinto,Albay,0.0,0.0,0.0
2025,Jacinto,Batangas,0.0,0.0,0.0
2025,Jacinto,Camarines Sur,0.0,0.0,0.0
2025,Jacinto,Maguindanao del Norte,12.0,15.0,27.0
2025,Jacinto,Maguindanao del Sur,0.0,0.0,0.0
2025,Jacinto,Masbate,0.0,0.0,0.0
2025,Jacinto,Palawan,1.0,1.0,2.0
2025,Jacinto,Quezon,0.0,0.0,0.0
2025,Jacinto,Rizal,0.0,0.0,0.0
2025,Jacinto,Sarangani,4.0,1.0,5.0
2025,Jacinto,Sorsogon,0.0,0.0,0.0
2025,Jacinto,Sultan Kudarat,0.0,0.0,0.0
2025,Jacinto,Zamboanga Sibugay,0.0,2.0,2.0
2025,Jacinto,Zamboanga del Norte,2.0,0.0,2.0
2025,Jacinto,Zamboanga del Sur,1.0,408.0,409.0
