Year,Storm,Province,Damage to Infrastructure (PhP)
2021,Fabian,Abra,0.0
2021,Fabian,Antique,0.0
2021,Fabian,Bataan,0.0
2021,Fabian,Batangas,214000000.0
2021,Fabian,Benguet,0.0
2021,Fabian,Bulacan,0.0
2021,Fabian,Camarines Sur,0.0
2021,Fabian,Cavite,7622000.0
2021,Fabian,Guimaras,0.0
2021,Fabian,Ilocos Norte,6651297.0
2021,Fabian,Ilocos Sur,1500000.0
2021,Fabian,Iloilo,16324600.0
2021,Fabian,Kalinga,0.0
2021,Fabian,La Union,126000000.0
2021,Fabian,Laguna,0.0
2021,Fabian,Marinduque,0.0
2021,Fabian,Negros Occidental,0.0
2021,Fabian,Occidental Mindoro,154639000.0
2021,Fabian,Oriental Mindoro,248127655.0
2021,Fabian,Palawan,5000000.0
2021,Fabian,Pampanga,0.0
2021,Fabian,Pangasinan,28400000.0
2021,Fabian,Quezon,1000000.0
2021,Fabian,Rizal,1600000.0
2021,Fabian,Romblon,0.0
2021,Fabian,Zambales,0.0
