Year,Storm,Province,Affected
2025,Nando,Abra,8769.0
2025,Nando,Antique,314.0
2025,Nando,Apayao,5378.0
2025,Nando,Aurora,19021.0
2025,Nando,Bataan,19.0
2025,Nando,Batanes,13.0
2025,Nando,Batangas,533.0
2025,Nando,Benguet,568.0
2025,Nando,Bulacan,146.0
2025,Nando,Cagayan,3052.0
2025,Nando,Camarines Sur,59841.0
2025,Nando,Capiz,7.0
2025,Nando,Catanduanes,22715.0
2025,Nando,Cavite,240.0
2025,Nando,Ifugao,170.0
2025,Nando,Ilocos Norte,1489.0
2025,Nando,Ilocos Sur,2994.0
2025,Nando,Iloilo,1388.0
2025,Nando,Isabela,2301.0
2025,Nando,Kalinga,367.0
2025,Nando,La Union,1467.0
2025,Nando,Maguindanao del Norte,16360.0
2025,Nando,Maguindanao del Sur,313086.0
2025,Nando,Nueva Ecija,9336.0
2025,Nando,Nueva Vizcaya,1659.0
2025,Nando,Occidental Mindoro,230.0
2025,Nando,Palawan,232.0
2025,Nando,Pampanga,1110.0
2025,Nando,Pangasinan,17348.0
2025,Nando,Quezon,151.0
2025,Nando,Quirino,591.0
2025,Nando,Rizal,814.0
2025,Nando,Romblon,0.0
2025,Nando,Tarlac,1813.0
2025,Nando,Zambales,538.0
2025,Nando,Zamboanga del Sur,342.0
