Year,Storm,Province,approach_angle_deg,approach_speed_kmh,bearing_at_closest_deg,bearing_variability_deg,departure_speed_kmh,did_cross_province,distance_at_12hr,distance_at_24hr,distance_at_48hr,distance_at_72hr,distance_at_current,distance_range_km,distance_std_km,hours_under_100km,hours_under_200km,hours_under_300km,hours_under_500km,hours_under_50km,integrated_proximity,max_distance_km,mean_distance_km,min_distance_km,proximity_peak,time_approaching_hours,time_departing_hours,weighted_exposure_hours
2010,Agaton,Isabela,1.8299999999999983,16.782654320987653,86.89,10.505698777294517,5.795555555555552,0,3550.62,3278.58,2874.92,2469.23,3761.84,2718.79,898.5020174671146,0.0,0.0,0.0,0.0,0.0,2.3283175758206018e-05,3761.84,2146.210983606557,1043.05,9.191562528886639e-07,162.0,18.0,0.00032679312772612387
2010,Agaton,Kalinga,1.7199999999999989,16.851172839506177,88.76,9.871927762767113,5.514999999999999,0,3605.81,3333.93,2930.6,2524.1,3816.34,2729.8900000000003,901.7881771661492,0.0,0.0,0.0,0.0,0.0,2.1670275422913806e-05,3816.34,2198.5559016393445,1086.45,8.47188678816054e-07,162.0,18.0,0.0002078750073871731
2010,Agaton,La Union,1.5899999999999892,16.5779012345679,84.23,10.466392527239984,6.014444444444444,0,3683.09,3410.01,3003.76,2604.94,3898.94,2685.62,886.7056991512364,0.0,0.0,0.0,0.0,0.0,1.8596689695475315e-05,3898.94,2289.5932786885246,1213.32,6.79280256898446e-07,162.0,18.0,6.224197650006423e-05
2010,Agaton,Laguna,1.7199999999999989,17.869305555555556,81.8,14.089707134566927,4.296944444444446,0,3484.03,3209.92,2800.69,2416.24,3707.88,2573.1800000000003,845.3661246563373,0.0,0.0,0.0,0.0,0.0,2.166201352003297e-05,3707.88,2131.085573770492,1134.7,7.766718290230907e-07,144.0,36.0,0.0001452106827011046
2010,Agaton,Lanao del Norte,2.809999999999995,15.793407407407406,51.13,23.325509919554943,7.632222222222223,0,3017.85,2747.34,2341.24,2020.4,3261.06,2132.1099999999997,658.1296983090785,0.0,0.0,0.0,0.0,0.0,2.4078200402271443e-05,3261.06,1877.9973770491802,1128.95,7.846035041793014e-07,135.0,45.0,0.00013408555020743635
2010,Agaton,Lanao del Sur,2.770000000000003,16.000757575757575,52.76,23.495511907963476,7.285833333333334,0,3008.17,2738.06,2332.57,2015.18,3252.06,2112.1,649.6752513021214,0.0,0.0,0.0,0.0,0.0,2.3809630133356117e-05,3252.06,1879.052131147541,1139.96,7.69520936870785e-07,132.0,48.0,0.000119800258100151
2010,Agaton,Leyte,2.5799999999999983,17.171666666666667,62.31,22.61535361388126,6.875714285714283,0,3012.34,2738.35,2328.02,1964.71,3244.26,2369.69,755.7912686023964,0.0,0.0,0.0,0.0,0.0,3.3930819501205505e-05,3244.26,1752.8337704918033,874.57,1.3074054183609944e-06,138.0,42.0,0.0016487581297242927
2010,Agaton,Maguindanao del Norte,2.490000000000002,15.753023255813952,51.28,23.796512307716174,7.304705882352945,0,2990.54,2722.47,2320.13,2018.09,3237.24,2032.1399999999999,615.753632960765,0.0,0.0,0.0,0.0,0.0,2.2134208102820148e-05,3237.24,1905.938524590164,1205.1,6.885786106234006e-07,129.0,51.0,6.140526990681729e-05
2010,Agaton,Maguindanao del Sur,2.5700000000000003,15.462093023255813,48.47,24.63639907247534,7.670588235294119,0,2933.02,2665.55,2264.19,1967.18,3180.39,1994.61,599.1589620189645,0.0,0.0,0.0,0.0,0.0,2.286266394339121e-05,3180.39,1869.512786885246,1185.78,7.111995105424832e-07,129.0,51.0,7.319493981765385e-05
2010,Agaton,Marinduque,1.7999999999999972,17.582430555555554,76.89,15.488600300338272,5.057777777777776,0,3412.66,3138.45,2728.58,2350.27,3639.29,2531.87,826.5565991483909,0.0,0.0,0.0,0.0,0.0,2.2659430969404845e-05,3639.29,2079.1409836065573,1107.42,8.154079110968817e-07,144.0,36.0,0.00017994313357309918
2010,Agaton,Masbate,2.9000000000000057,17.373049645390072,68.71,19.178582316535575,6.118461538461538,0,3189.78,2915.62,2505.36,2135.21,3419.51,2449.6000000000004,790.4467984097041,0.0,0.0,0.0,0.0,0.0,2.8398508321065902e-05,3419.51,1893.519508196721,969.91,1.063008321430793e-06,141.0,39.0,0.000660610191208524
2010,Agaton,Metro Manila,1.6600000000000108,17.954583333333332,83.6,13.381692831507458,3.964444444444445,0,3537.13,3263.07,2854.02,2468.13,3760.29,2585.46,851.3110713688023,0.0,0.0,0.0,0.0,0.0,2.046374036968325e-05,3760.29,2178.319016393443,1174.83,7.245187504090149e-07,144.0,36.0,0.00010028164321040228
2010,Agaton,Misamis Occidental,2.740000000000002,16.02288888888889,53.68,22.487089591141675,7.325555555555558,0,3071.47,2800.65,2394.08,2069.95,3314.11,2163.09,671.0576988476422,0.0,0.0,0.0,0.0,0.0,2.31658704130165e-05,3314.11,1916.2332786885245,1151.02,7.548035469019365e-07,135.0,45.0,0.00010724719860174895
2010,Agaton,Misamis Oriental,2.9299999999999997,16.24590909090909,53.82,23.90538520311308,7.222499999999997,0,2979.42,2708.37,2301.49,1976.47,3221.64,2144.46,662.8052300146721,0.0,0.0,0.0,0.0,0.0,2.5856058913951498e-05,3221.64,1832.652131147541,1077.18,8.618328883890649e-07,132.0,48.0,0.00022332084419088123
2010,Agaton,Mountain Province,1.6700000000000017,16.734444444444446,86.66,10.16320662650733,5.75111111111111,0,3637.39,3364.93,2960.23,2556.97,3850.27,2710.98,895.3976338378069,0.0,0.0,0.0,0.0,0.0,2.0302217254850682e-05,3850.27,2235.787868852459,1139.29,7.704262906133127e-07,162.0,18.0,0.00012589700499475773
2010,Agaton,Negros Occidental,2.5800000000000054,16.640141843971634,61.85,19.758349581326605,6.822820512820511,0,3212.6,2939.3,2529.47,2177.74,3448.52,2346.26,747.5815538510999,0.0,0.0,0.0,0.0,0.0,2.3777261419264118e-05,3448.52,1965.9780327868853,1102.26,8.230600977455835e-07,141.0,39.0,0.0001760799401445485
2010,Agaton,Negros Oriental,2.0,16.22833333333333,56.92,21.26267835517898,7.216666666666664,0,3142.68,2870.74,2462.59,2127.44,3382.95,2239.5099999999998,702.7504314402746,0.0,0.0,0.0,0.0,0.0,2.298002187054738e-05,3382.95,1949.080819672131,1143.44,7.648440745242967e-07,138.0,42.0,0.00011522422166728416
2010,Agaton,Northern Samar,3.299999999999997,17.48241134751773,68.08,20.5509087962435,6.367179487179489,0,3088.04,2813.81,2403.87,2027.87,3315.39,2465.02,796.1991129798606,0.0,0.0,0.0,0.0,0.0,3.4717643321844275e-05,3315.39,1784.1644262295079,850.37,1.3828769525315574e-06,141.0,39.0,0.0021358447313777626
2010,Agaton,Nueva Ecija,1.710000000000008,16.228518518518516,77.94,12.243620625008655,6.813333333333326,0,3573.32,3299.64,2891.82,2499.15,3792.91,2629.0199999999995,868.9081466248331,0.0,0.0,0.0,0.0,0.0,2.0504148482602477e-05,3792.91,2196.7975409836063,1163.89,7.38203000000726e-07,162.0,18.0,0.00011287516762546592
2010,Agaton,Nueva Vizcaya,1.7199999999999989,16.564814814814813,83.28,11.045049317753382,6.193333333333334,0,3594.99,3322.05,2916.19,2516.25,3810.17,2683.5,886.6579647540294,0.0,0.0,0.0,0.0,0.0,2.0988812510821197e-05,3810.17,2201.3685245901634,1126.67,7.877822604075551e-07,162.0,18.0,0.00014937775603279766
2010,Agaton,Occidental Mindoro,1.6599999999999966,17.146597222222223,72.06,15.904582887946457,5.6133333333333315,0,3457.85,3183.84,2773.51,2407.39,3689.36,2469.11,799.8518738717813,0.0,0.0,0.0,0.0,0.0,1.966537283757617e-05,3689.36,2154.1668852459015,1220.25,6.71586682721506e-07,144.0,36.0,5.7001909474020297e-05
2010,Agaton,Oriental Mindoro,1.6899999999999977,17.558958333333333,77.25,14.914361728096749,4.919166666666665,0,3478.16,3203.94,2793.91,2417.6,3705.68,2528.49,825.3740422350857,0.0,0.0,0.0,0.0,0.0,2.0574687200234912e-05,3705.68,2146.4550819672127,1177.19,7.216166716068339e-07,144.0,36.0,9.061626521062676e-05
2010,Agaton,Palawan,1.8200000000000074,16.475035460992906,65.82,15.731332630677104,5.953333333333335,0,3641.94,3370.51,2962.91,2628.09,3883.25,2322.98,739.2822446185742,0.0,0.0,0.0,0.0,0.0,1.3652310077021042e-05,3883.25,2411.885573770492,1560.27,4.1077150122067226e-07,141.0,39.0,1.8858160825987444e-06
2010,Agaton,Pampanga,1.5900000000000034,18.077777777777776,86.06,12.60363691683114,3.537777777777775,0,3585.68,3311.74,2903.13,2514.47,3807.44,2603.2,859.9350298109711,0.0,0.0,0.0,0.0,0.0,1.9633818092934108e-05,3807.44,2218.2560655737702,1204.24,6.895624488059873e-07,144.0,36.0,7.805895262131883e-05
2010,Agaton,Pangasinan,1.5900000000000034,16.393765432098764,81.21,11.144607109101344,6.383333333333338,0,3668.25,3394.73,2987.35,2592.65,3886.65,2655.79,876.9081913933215,0.0,0.0,0.0,0.0,0.0,1.8451143191855888e-05,3886.65,2284.148688524591,1230.86,6.600584520465115e-07,162.0,18.0,5.475239496429777e-05
2010,Agaton,Quezon,1.7600000000000051,17.76784722222222,79.92,14.685206098350633,4.6052777777777765,0,3449.15,3174.99,2765.51,2383.12,3673.96,2558.5699999999997,838.5674271389743,0.0,0.0,0.0,0.0,0.0,2.2306162546158617e-05,3673.96,2103.111475409836,1115.39,8.037965871456182e-07,144.0,36.0,0.0001716135096228072
2010,Agaton,Quirino,1.7800000000000011,16.607283950617283,83.73,11.093622976001742,6.163888888888891,0,3564.5,3291.77,2886.43,2485.0,3778.72,2690.38,889.1486135181855,0.0,0.0,0.0,0.0,0.0,2.2110503603166747e-05,3778.72,2168.52,1088.34,8.44248797987857e-07,162.0,18.0,0.00021719233410156638
2010,Agaton,Rizal,1.6799999999999926,17.95986111111111,83.56,13.507991740049077,3.9949999999999983,0,3520.22,3246.17,2837.2,2450.88,3743.16,2586.22,851.5781603395666,0.0,0.0,0.0,0.0,0.0,2.0969369703388724e-05,3743.16,2161.0363934426223,1156.94,7.470987371599087e-07,144.0,36.0,0.00011956017728516208
2010,Agaton,Romblon,1.7900000000000063,17.15152777777778,70.97,16.85878482889601,5.865277777777781,0,3361.73,3087.62,2677.31,2308.63,3592.19,2469.82,799.8738767560438,0.0,0.0,0.0,0.0,0.0,2.24684629907975e-05,3592.19,2056.974754098361,1122.37,7.938300877994122e-07,144.0,36.0,0.0001495188432420253
2010,Agaton,Samar,3.3100000000000023,17.11645390070922,62.92,21.800245961890543,6.961025641025638,0,3041.66,2767.5,2357.24,1987.87,3271.5,2413.42,774.3164687063789,0.0,0.0,0.0,0.0,0.0,3.461916484237027e-05,3271.5,1761.484426229508,858.08,1.3581378442939463e-06,141.0,39.0,0.0019564123790872284
2010,Agaton,Sarangani,2.5899999999999963,14.922093023255812,44.34,25.472856444183105,8.14313725490196,0,2872.18,2606.25,2207.47,1921.7,3121.1,1924.9499999999998,570.1748442705223,0.0,0.0,0.0,0.0,0.0,2.2904459587820864e-05,3121.1,1847.3893442622948,1196.15,6.989215111649679e-07,129.0,51.0,6.63743481637448e-05
2010,Agaton,Siquijor,2.019999999999996,16.145217391304346,55.84,21.656612403377174,7.355714285714287,0,3116.89,2845.03,2436.98,2102.83,3357.34,2228.04,697.9522198394166,0.0,0.0,0.0,0.0,0.0,2.3507787603488058e-05,3357.34,1928.7244262295083,1129.3,7.841172410844282e-07,138.0,42.0,0.00013271574399607454
2010,Agaton,Sorsogon,2.25,17.377847222222226,70.77,18.79413020689726,6.1669444444444474,0,3173.05,2898.85,2489.16,2109.71,3399.03,2502.4100000000003,812.7873361334626,0.0,0.0,0.0,0.0,0.0,3.177074778660289e-05,3399.03,1852.1154098360655,896.62,1.2438918312240732e-06,144.0,36.0,0.001388679893258266
2010,Agaton,South Cotabato,2.549999999999997,15.306434108527132,47.45,24.73968144392301,7.782352941176472,0,2924.83,2657.9,2257.42,1964.15,3172.77,1974.53,590.8163366428927,0.0,0.0,0.0,0.0,0.0,2.2582584458918936e-05,3172.77,1872.5842622950822,1198.24,6.964854866504732e-07,129.0,51.0,6.463801420362126e-05
2010,Agaton,Southern Leyte,2.3999999999999986,16.53072463768116,56.21,23.309814885176326,7.480714285714284,0,2996.58,2723.35,2313.62,1964.75,3232.92,2281.2400000000002,718.8666794361811,0.0,0.0,0.0,0.0,0.0,3.0361390480510437e-05,3232.92,1780.3611475409837,951.68,1.104123454329406e-06,138.0,42.0,0.0007640175779212035
2010,Agaton,Sultan Kudarat,2.520000000000003,15.447364341085272,48.8,24.31956569343569,7.609019607843136,0,2953.99,2686.78,2285.84,1990.25,3201.65,1992.71,598.7177787841243,0.0,0.0,0.0,0.0,0.0,2.218495845892288e-05,3201.65,1891.618032786885,1208.94,6.842112462932784e-07,129.0,51.0,5.835405161530688e-05
2010,Agaton,Sulu,2.039999999999999,15.056740740740741,52.1,19.61877925584017,7.239555555555555,0,3343.41,3078.48,2680.73,2392.58,3593.21,2032.66,620.1446547475726,0.0,0.0,0.0,0.0,0.0,1.4589702211587686e-05,3593.21,2261.182459016393,1560.55,4.106241100383264e-07,135.0,45.0,1.8736425515993483e-06
2010,Agaton,Surigao del Norte,3.430000000000007,16.59525925925926,54.41,24.787701891525867,7.476222222222224,0,2920.27,2647.24,2237.75,1892.37,3157.4,2240.36,701.3038576382155,0.0,0.0,0.0,0.0,0.0,3.246260200204067e-05,3157.4,1723.8537704918033,917.04,1.1891124461087343e-06,135.0,45.0,0.0010727125322109365
2010,Agaton,Surigao del Sur,3.5,16.38462121212121,51.13,26.64972885209814,7.735833333333332,0,2827.3,2554.92,2146.26,1810.0,3066.52,2162.77,667.9299039553852,0.0,0.0,0.0,0.0,0.0,3.3751427982155496e-05,3066.52,1670.4170491803281,903.75,1.22434228141339e-06,132.0,48.0,0.0012108044828620685
2010,Agaton,Tarlac,1.6499999999999915,16.217469135802467,78.18,12.01336652547751,6.762777777777779,0,3611.83,3338.08,2930.02,2538.38,3831.99,2627.2299999999996,867.9325547182495,0.0,0.0,0.0,0.0,0.0,1.9392457673003835e-05,3831.99,2236.434918032787,1204.76,6.889673180867724e-07,162.0,18.0,7.487396947001204e-05
