date,province,latitude,longitude,precipitation_sum,wind_speed_10m_max,wind_gusts_10m_max,precipitation_hours
2025-10-21 16:00:00+00:00,Basilan,6.625,122.125,14.599999,6.4096174,18.0,9.0
2025-10-21 16:00:00+00:00,Bataan,14.625,120.5,0.2,14.003029,48.6,2.0
2025-10-21 16:00:00+00:00,Batanes,20.5,122.0,1.6000001,40.326424,56.16,10.0
2025-10-21 16:00:00+00:00,Batangas,13.75,121.0,0.1,18.844202,27.359999,1.0
2025-10-21 16:00:00+00:00,Benguet,16.5,120.75,4.1,9.360001,31.319998,6.0
2025-10-21 16:00:00+00:00,Biliran,11.625,124.375,2.5,13.392774,18.0,5.0
2025-10-21 16:00:00+00:00,Bohol,9.625,123.875,11.5,6.830519,17.64,16.0
2025-10-21 16:00:00+00:00,Bukidnon,8.0,125.25,14.799999,9.983106,18.72,11.0
2025-10-21 16:00:00+00:00,Bulacan,15.0,120.75,0.0,15.077082,27.0,0.0
2025-10-21 16:00:00+00:00,Cagayan,17.625,121.75,1.3000001,16.946787,29.88,7.0
2025-10-21 16:00:00+00:00,Camarines Norte,14.125,122.875,2.6,13.779114,33.12,9.0
2025-10-21 16:00:00+00:00,Camarines Sur,13.625,123.25,4.1,14.512064,32.039997,12.0
2025-10-21 16:00:00+00:00,Camiguin,9.25,124.75,7.8999996,10.739832,26.28,14.0
2025-10-21 16:00:00+00:00,Capiz,11.5,122.75,6.3000007,12.261157,23.039999,18.0
2025-10-21 16:00:00+00:00,Catanduanes,13.625,124.125,15.3,8.287822,19.08,18.0
2025-10-21 16:00:00+00:00,Cavite,14.25,120.875,0.1,16.279802,36.0,1.0
2025-10-21 16:00:00+00:00,Cebu,10.5,123.875,10.7,6.638072,22.68,12.0
2025-10-21 16:00:00+00:00,Cotabato,7.0,125.125,6.7,9.021574,22.68,10.0
2025-10-21 16:00:00+00:00,Davao Occidental,6.5,125.5,6.2000003,7.386582,20.16,14.0
2025-10-21 16:00:00+00:00,Davao Oriental,6.875,126.125,4.4999995,6.8777895,10.799999,14.0
2025-10-21 16:00:00+00:00,Davao de Oro,7.625,126.0,10.400001,7.9932976,19.08,9.0
