SEASON,PHNAME,NAME,LAT,LON,PH_DAY,PH_TIME,datetime,STORM_SPEED,STORM_DIR,USA_WIND,TOKYO_PRES,forecast_hour,is_forecast
2025,FENGSHEN,FENGSHEN,16.0,108.6,2025-10-23,00:00:00,2025-10-23 00:00:00,4.884709139337347,232.18789255139183,25,1004,0,False
2025,FENGSHEN,FENGSHEN,15.4,107.8,2025-10-23,12:00:00,2025-10-23 12:00:00,4.884709139337347,232.18789255139183,20,1004,12,True
2025,FENGSHEN,FENGSHEN,14.6,107.2,2025-10-24,00:00:00,2025-10-24 00:00:00,4.94265852297097,215.99935748212135,15,1004,24,True
