Year,Storm,Province,Houses destroyed,Houses damaged,Total Houses
2021,Jolina,Aklan,0.0,0.0,0.0
2021,Jolina,Albay,0.0,0.0,0.0
2021,Jolina,Antique,0.0,2.0,2.0
2021,Jolina,Aurora,0.0,0.0,0.0
2021,Jolina,Bataan,0.0,0.0,0.0
2021,Jolina,Batangas,246.0,3644.0,3890.0
2021,Jolina,Biliran,23.0,477.0,500.0
2021,Jolina,Bulacan,0.0,0.0,0.0
2021,Jolina,Camarines Norte,0.0,0.0,0.0
2021,Jolina,Camarines Sur,0.0,0.0,0.0
2021,Jolina,Capiz,0.0,12.0,12.0
2021,Jolina,Cavite,3.0,2.0,5.0
2021,Jolina,Eastern Samar,172.0,9833.0,10005.0
2021,Jolina,Iloilo,0.0,0.0,0.0
2021,Jolina,Laguna,0.0,23.0,23.0
2021,Jolina,Leyte,6.0,22.0,28.0
2021,Jolina,Marinduque,8.0,1294.0,1302.0
2021,Jolina,Masbate,327.0,1706.0,2033.0
2021,Jolina,Negros Occidental,2.0,8.0,10.0
2021,Jolina,Northern Samar,0.0,0.0,0.0
2021,Jolina,Nueva Ecija,0.0,0.0,0.0
2021,Jolina,Occidental Mindoro,0.0,0.0,0.0
2021,Jolina,Oriental Mindoro,3.0,10.0,13.0
2021,Jolina,Pampanga,0.0,0.0,0.0
2021,Jolina,Quezon,63.0,1053.0,1116.0
2021,Jolina,Rizal,0.0,0.0,0.0
2021,Jolina,Romblon,0.0,14.0,14.0
2021,Jolina,Samar,185.0,2504.0,2689.0
2021,Jolina,Sorsogon,0.0,0.0,0.0
2021,Jolina,South Cotabato,0.0,0.0,0.0
2021,Jolina,Southern Leyte,0.0,0.0,0.0
