date,province,latitude,longitude,wind_speed_10m_max,wind_gusts_10m_max,precipitation_hours,precipitation_sum
2023-08-27 00:00:00+00:00,Abra,17.60984,120.725334,6.4096174,25.56,14.0,13.800001
2023-08-27 00:00:00+00:00,Agusan del Norte,8.963093,125.548836,15.349684,36.36,4.0,2.1000001
2023-08-27 00:00:00+00:00,Agusan del Sur,8.611599,125.938034,11.726277,28.44,9.0,24.500002
2023-08-27 00:00:00+00:00,Aklan,11.704745,122.361359,28.576382,53.28,24.0,11.4
2023-08-27 00:00:00+00:00,Albay,13.110721,123.770493,29.68636,65.520004,24.0,36.8
2023-08-27 00:00:00+00:00,Antique,10.720562,121.961136,25.744402,52.199997,24.0,63.499996
2023-08-27 00:00:00+00:00,Apayao,17.820738,121.425804,14.291592,41.039997,20.0,39.299995
2023-08-27 00:00:00+00:00,Aurora,15.782074,121.5,30.85307,68.03999,12.0,8.7
2023-08-27 00:00:00+00:00,Basilan,6.713532,122.018501,18.331741,42.48,12.0,6.6999993
2023-08-27 00:00:00+00:00,Bataan,14.657293,120.529739,24.858253,50.399998,14.0,2.4
2023-08-27 00:00:00+00:00,Batanes,20.421791,121.961777,29.714724,37.8,0.0,0.0
2023-08-27 00:00:00+00:00,Batangas,13.743409,121.074379,31.68818,60.479996,24.0,37.399998
2023-08-27 00:00:00+00:00,Benguet,16.48506,120.685715,17.786331,50.76,14.0,17.5
2023-08-27 00:00:00+00:00,Biliran,11.564148,124.473213,20.466246,54.0,23.0,29.099995
2023-08-27 00:00:00+00:00,Bohol,9.66608,123.897125,28.00837,51.48,10.0,5.6
2023-08-27 00:00:00+00:00,Bukidnon,8.119508,125.183914,8.669949,27.72,18.0,29.900003
2023-08-27 00:00:00+00:00,Bulacan,14.86819,120.782852,29.947151,56.16,8.0,4.7999997
2023-08-27 00:00:00+00:00,Cagayan,17.60984,121.682785,31.877792,55.8,22.0,39.899998
2023-08-27 00:00:00+00:00,Camarines Norte,14.094903,122.96125,22.26477,48.239998,4.0,0.6
2023-08-27 00:00:00+00:00,Camarines Sur,13.602812,123.244728,20.421871,42.12,24.0,75.100006
2023-08-27 00:00:00+00:00,Camiguin,9.244288,124.735474,20.65848,57.6,11.0,1.9000003
2023-08-27 00:00:00+00:00,Capiz,11.564148,122.785713,18.892282,37.8,21.0,14.1
2023-08-27 00:00:00+00:00,Catanduanes,13.602812,124.317139,32.59939,66.96,22.0,38.3
2023-08-27 00:00:00+00:00,Cavite,14.305799,120.888069,34.32671,62.279995,17.0,8.599999
2023-08-27 00:00:00+00:00,Cebu,10.29877,123.769775,22.33161,55.44,15.0,6.7
