Year,Storm,Province,Affected
2024,Gener,Abra,4992.0
2024,Gener,Aklan,41081.0
2024,Gener,Albay,2602.0
2024,Gener,Antique,94258.0
2024,Gener,Aurora,22.0
2024,Gener,Basilan,3794.0
2024,Gener,Bohol,7298.0
2024,Gener,Cagayan,3.0
2024,Gener,Camarines Sur,22401.0
2024,Gener,Camiguin,7.0
2024,Gener,Capiz,0.0
2024,Gener,Cebu,2527.0
2024,Gener,Cotabato,2805.0
2024,Gener,Davao Occidental,0.0
2024,Gener,Davao Oriental,0.0
2024,Gener,Dinagat Islands,79.0
2024,Gener,Guimaras,460.0
2024,Gener,Iloilo,0.0
2024,Gener,Isabela,2442.0
2024,Gener,Lanao del Norte,37.0
2024,Gener,Lanao del Sur,0.0
2024,Gener,Maguindanao del Norte,24812.0
2024,Gener,Maguindanao del Sur,58010.0
2024,Gener,Misamis Occidental,30.0
2024,Gener,Misamis Oriental,1967.0
2024,Gener,Negros Occidental,92903.0
2024,Gener,Negros Oriental,3189.0
2024,Gener,Nueva Vizcaya,1779.0
2024,Gener,Occidental Mindoro,16439.0
2024,Gener,Palawan,9996.0
2024,Gener,Quezon,277.0
2024,Gener,Quirino,7.0
2024,Gener,Rizal,578.0
2024,Gener,Romblon,0.0
2024,Gener,Sarangani,10.0
2024,Gener,Siquijor,56.0
2024,Gener,Sorsogon,0.0
2024,Gener,Sultan Kudarat,0.0
2024,Gener,Zamboanga del Norte,0.0
2024,Gener,Zamboanga del Sur,0.0
