Year,Storm,Province,Affected
2024,Leon,Abra,44.0
2024,Leon,Agusan del Norte,0.0
2024,Leon,Aklan,9784.0
2024,Leon,Albay,122798.0
2024,Leon,Antique,52985.0
2024,Leon,Apayao,7572.0
2024,Leon,Aurora,4981.0
2024,Leon,Bataan,0.0
2024,Leon,Batanes,21155.0
2024,Leon,Batangas,284328.0
2024,Leon,Benguet,604.0
2024,Leon,Biliran,2392.0
2024,Leon,Bohol,4975.0
2024,Leon,Bukidnon,1.0
2024,Leon,Bulacan,225.0
2024,Leon,Cagayan,12580.0
2024,Leon,Camarines Norte,146983.0
2024,Leon,Camarines Sur,0.0
2024,Leon,Camiguin,56.0
2024,Leon,Capiz,14381.0
2024,Leon,Catanduanes,41464.0
2024,Leon,Cavite,207195.0
2024,Leon,Cebu,6979.0
2024,Leon,Cotabato,223.0
2024,Leon,Davao Occidental,14593.0
2024,Leon,Davao Oriental,0.0
2024,Leon,Davao del Sur,0.0
2024,Leon,Dinagat Islands,17183.0
2024,Leon,Eastern Samar,54127.0
2024,Leon,Guimaras,2884.0
2024,Leon,Ifugao,1153.0
2024,Leon,Ilocos Norte,28216.0
2024,Leon,Ilocos Sur,2941.0
2024,Leon,Iloilo,299.059
2024,Leon,Isabela,49.0
2024,Leon,Kalinga,652.0
2024,Leon,La Union,20263.0
2024,Leon,Laguna,303365.0
2024,Leon,Lanao del Norte,3441.0
2024,Leon,Lanao del Sur,4183.0
2024,Leon,Leyte,5073.0
2024,Leon,Maguindanao del Norte,0.0
2024,Leon,Maguindanao del Sur,0.0
2024,Leon,Marinduque,16077.0
2024,Leon,Masbate,36797.0
2024,Leon,Misamis Occidental,402.0
2024,Leon,Misamis Oriental,3479.0
2024,Leon,Negros Occidental,40770.0
2024,Leon,Negros Oriental,997.0
2024,Leon,Northern Samar,386310.0
2024,Leon,Nueva Ecija,0.0
2024,Leon,Nueva Vizcaya,0.0
2024,Leon,Occidental Mindoro,8660.0
2024,Leon,Oriental Mindoro,1762.0
2024,Leon,Palawan,3037.0
2024,Leon,Pampanga,79474.0
2024,Leon,Pangasinan,79443.0
2024,Leon,Quezon,247398.0
2024,Leon,Quirino,233.0
2024,Leon,Rizal,39565.0
2024,Leon,Romblon,117.0
2024,Leon,Samar,56621.0
2024,Leon,Sarangani,5811.0
2024,Leon,Siquijor,19.0
2024,Leon,Sorsogon,157045.0
2024,Leon,South Cotabato,0.0
2024,Leon,Southern Leyte,1012.0
2024,Leon,Sultan Kudarat,0.0
2024,Leon,Surigao del Norte,12888.0
2024,Leon,Surigao del Sur,0.0
2024,Leon,Tarlac,240.0
2024,Leon,Zambales,0.0
2024,Leon,Zamboanga Sibugay,0.0
2024,Leon,Zamboanga del Norte,50362.0
2024,Leon,Zamboanga del Sur,1315.0
