Year,Storm,Province,Damage to Infrastructure (PhP)
2020,Ofel,Batangas,0
2020,Ofel,Camarines Norte,0
2020,Ofel,Cebu,0
2020,Ofel,Laguna,0
2020,Ofel,Negros Occidental,0
2020,Ofel,Quezon,0
