Year,Storm,Province,Houses destroyed,Houses damaged,Total Houses
2022,Agaton,Agusan del Sur,2.0,2.0,4.0
2022,Agaton,Aklan,2.0,76.0,78.0
2022,Agaton,Albay,0.0,0.0,0.0
2022,Agaton,Antique,5.0,293.0,298.0
2022,Agaton,Aurora,0.0,0.0,0.0
2022,Agaton,Biliran,7.0,122.0,129.0
2022,Agaton,Bohol,0.0,0.0,0.0
2022,Agaton,Bukidnon,2.0,42.0,44.0
2022,Agaton,Capiz,572.0,2473.0,3045.0
2022,Agaton,Cebu,27.0,204.0,231.0
2022,Agaton,Cotabato,0.0,0.0,0.0
2022,Agaton,Davao Oriental,0.0,0.0,0.0
2022,Agaton,Davao de Oro,0.0,3.0,3.0
2022,Agaton,Davao del Norte,0.0,0.0,0.0
2022,Agaton,Eastern Samar,0.0,1.0,1.0
2022,Agaton,Guimaras,0.0,0.0,0.0
2022,Agaton,Iloilo,1324.0,13443.0,14767.0
2022,Agaton,Isabela,0.0,0.0,0.0
2022,Agaton,Lanao del Sur,0.0,0.0,0.0
2022,Agaton,Leyte,364.0,505.0,869.0
2022,Agaton,Masbate,0.0,5.0,5.0
2022,Agaton,Misamis Occidental,0.0,0.0,0.0
2022,Agaton,Misamis Oriental,0.0,3.0,3.0
2022,Agaton,Negros Occidental,4.0,2.0,6.0
2022,Agaton,Negros Oriental,0.0,2.0,2.0
2022,Agaton,Northern Samar,0.0,4.0,4.0
2022,Agaton,Quezon,0.0,14.0,14.0
2022,Agaton,Rizal,0.0,0.0,0.0
2022,Agaton,Samar,0.0,0.0,0.0
2022,Agaton,Sarangani,5.0,36.0,41.0
2022,Agaton,Sorsogon,0.0,0.0,0.0
2022,Agaton,South Cotabato,0.0,2.0,2.0
2022,Agaton,Southern Leyte,5.0,0.0,5.0
2022,Agaton,Sultan Kudarat,0.0,3.0,3.0
2022,Agaton,Surigao del Norte,0.0,0.0,0.0
2022,Agaton,Surigao del Sur,0.0,0.0,0.0
