Year,Storm,Province,Affected
2022,Agaton,Agusan del Sur,30974.0
2022,Agaton,Aklan,60294.0
2022,Agaton,Albay,0.0
2022,Agaton,Antique,7380.0
2022,Agaton,Aurora,6818.0
2022,Agaton,Biliran,32477.0
2022,Agaton,Bohol,0.0
2022,Agaton,Bukidnon,1551.0
2022,Agaton,Capiz,544642.0
2022,Agaton,Cebu,20377.0
2022,Agaton,Cotabato,111126.0
2022,Agaton,Davao Oriental,72384.0
2022,Agaton,Davao de Oro,16235.0
2022,Agaton,Davao del Norte,30695.0
2022,Agaton,Eastern Samar,17768.0
2022,Agaton,Guimaras,19.0
2022,Agaton,Iloilo,0.0
2022,Agaton,Isabela,0.0
2022,Agaton,Lanao del Sur,0.0
2022,Agaton,Leyte,369727.0
2022,Agaton,Masbate,0.0
2022,Agaton,Misamis Occidental,30.0
2022,Agaton,Misamis Oriental,630.0
2022,Agaton,Negros Occidental,91580.0
2022,Agaton,Negros Oriental,64.0
2022,Agaton,Northern Samar,16.0
2022,Agaton,Quezon,72.0
2022,Agaton,Rizal,0.0
2022,Agaton,Samar,13.0
2022,Agaton,Sarangani,219.0
2022,Agaton,Sorsogon,0.0
2022,Agaton,South Cotabato,11.0
2022,Agaton,Southern Leyte,7251.0
2022,Agaton,Sultan Kudarat,5162.0
2022,Agaton,Surigao del Norte,22.0
2022,Agaton,Surigao del Sur,265.0
