date,province,latitude,longitude,wind_speed_10m_max,wind_gusts_10m_max,precipitation_hours,precipitation_sum
2020-11-08 00:00:00+00:00,Abra,17.60984,120.725334,23.441502,46.8,4.0,2.0
2020-11-08 00:00:00+00:00,Agusan del Norte,8.963093,125.548836,10.948973,24.48,4.0,0.6
2020-11-08 00:00:00+00:00,Agusan del Sur,8.611599,125.938034,11.503113,29.519999,6.0,2.2000003
2020-11-08 00:00:00+00:00,Aklan,11.704745,122.361359,14.799459,36.36,9.0,7.7
2020-11-08 00:00:00+00:00,Albay,13.110721,123.770493,12.015589,33.839996,14.0,9.900002
2020-11-08 00:00:00+00:00,Antique,10.720562,121.961136,17.429354,33.48,6.0,1.3000001
2020-11-08 00:00:00+00:00,Apayao,17.820738,121.425804,14.57889,31.68,23.0,29.6
2020-11-08 00:00:00+00:00,Aurora,15.782074,121.5,23.847115,57.96,24.0,81.399994
2020-11-08 00:00:00+00:00,Basilan,6.713532,122.018501,13.910169,33.839996,11.0,1.7000002
2020-11-08 00:00:00+00:00,Bataan,14.657293,120.529739,23.363974,58.32,24.0,10.799999
2020-11-08 00:00:00+00:00,Batanes,20.421791,121.961777,48.433044,63.36,24.0,14.600002
2020-11-08 00:00:00+00:00,Batangas,13.743409,121.074379,23.0653,52.56,15.0,3.8999999
2020-11-08 00:00:00+00:00,Benguet,16.48506,120.685715,17.106628,63.0,10.0,9.300001
2020-11-08 00:00:00+00:00,Biliran,11.564148,124.473213,6.618519,24.84,7.0,1.1
2020-11-08 00:00:00+00:00,Bohol,9.66608,123.897125,11.440979,24.48,6.0,2.9
2020-11-08 00:00:00+00:00,Bukidnon,8.119508,125.183914,7.8954163,25.199999,8.0,2.9999998
2020-11-08 00:00:00+00:00,Bulacan,14.86819,120.782852,23.933908,58.32,16.0,7.5999994
2020-11-08 00:00:00+00:00,Cagayan,17.60984,121.682785,9.585739,36.36,23.0,12.099999
2020-11-08 00:00:00+00:00,Camarines Norte,14.094903,122.96125,17.373497,48.6,17.0,18.7
2020-11-08 00:00:00+00:00,Camarines Sur,13.602812,123.244728,14.917212,33.839996,10.0,3.1999996
2020-11-08 00:00:00+00:00,Camiguin,9.244288,124.735474,7.2805495,26.64,6.0,1.3000001
2020-11-08 00:00:00+00:00,Capiz,11.564148,122.785713,19.586119,36.719997,5.0,0.6
2020-11-08 00:00:00+00:00,Catanduanes,13.602812,124.317139,15.192682,43.56,21.0,23.100002
2020-11-08 00:00:00+00:00,Cavite,14.305799,120.888069,30.96837,55.8,13.0,2.7
2020-11-08 00:00:00+00:00,Cebu,10.29877,123.769775,10.495713,27.0,7.0,2.1999998
2020-11-08 00:00:00+00:00,Cotabato,6.994728,125.0886,8.534353,23.4,3.0,2.7
2020-11-08 00:00:00+00:00,Davao Occidental,6.432337,125.532265,6.989936,27.0,8.0,6.3
2020-11-08 00:00:00+00:00,Davao Oriental,6.924429,126.273178,12.245294,28.08,9.0,9.7
2020-11-08 00:00:00+00:00,Davao de Oro,7.627417,125.969391,8.311245,25.56,5.0,1.4000001
2020-11-08 00:00:00+00:00,Davao del Norte,7.41652,125.801529,14.830076,31.319998,4.0,0.6
2020-11-08 00:00:00+00:00,Davao del Sur,6.783832,125.378792,10.464797,24.119999,3.0,0.3
2020-11-08 00:00:00+00:00,Dinagat Islands,10.087873,125.574059,9.693296,25.919998,7.0,13.800001
2020-11-08 00:00:00+00:00,Eastern Samar,11.634446,125.388748,9.504272,32.039997,8.0,2.4
2020-11-08 00:00:00+00:00,Guimaras,10.579965,122.619049,12.768586,27.359999,5.0,1.6
2020-11-08 00:00:00+00:00,Ifugao,16.836554,121.17704,12.4811535,37.44,24.0,21.1
2020-11-08 00:00:00+00:00,Ilocos Norte,18.172232,120.614037,21.313093,39.239998,5.0,6.3
2020-11-08 00:00:00+00:00,Ilocos Sur,17.539541,120.434784,21.67487,44.639996,6.0,4.0
2020-11-08 00:00:00+00:00,Iloilo,11.001758,122.632973,16.23596,35.64,5.0,1.7000002
2020-11-08 00:00:00+00:00,Isabela,17.11775,121.902016,11.592895,37.8,24.0,12.800001
2020-11-08 00:00:00+00:00,Kalinga,17.469244,121.447876,10.829958,37.8,23.0,30.999996
2020-11-08 00:00:00+00:00,La Union,16.625658,120.314888,11.113451,24.84,10.0,7.2000003
2020-11-08 00:00:00+00:00,Laguna,14.305799,121.470863,25.40743,59.399998,16.0,2.9999995
2020-11-08 00:00:00+00:00,Lanao del Norte,8.260105,124.318771,9.114471,24.84,7.0,0.90000004
2020-11-08 00:00:00+00:00,Lanao del Sur,7.97891,124.355255,14.24163,30.599998,6.0,1.5000001
2020-11-08 00:00:00+00:00,Leyte,11.212654,124.959999,11.212135,28.44,6.0,5.7000003
2020-11-08 00:00:00+00:00,Maguindanao del Norte,6.994728,124.40506,5.6920996,25.199999,6.0,1.1
2020-11-08 00:00:00+00:00,Maguindanao del Sur,6.713532,124.819176,9.957108,24.119999,8.0,5.6000004
2020-11-08 00:00:00+00:00,Marinduque,13.462214,121.866425,16.394829,41.399998,6.0,0.9000001
2020-11-08 00:00:00+00:00,Masbate,12.196836,123.618362,11.019764,27.72,9.0,11.6
2020-11-08 00:00:00+00:00,Metro Manila,14.586995,121.002785,22.148045,48.6,10.0,4.6
2020-11-08 00:00:00+00:00,Misamis Occidental,8.471002,123.788658,7.42159,21.599998,7.0,11.0
2020-11-08 00:00:00+00:00,Misamis Oriental,8.471002,124.639168,9.746631,23.039999,5.0,4.1
