Year,Storm,Province,Houses destroyed,Houses damaged,Total Houses
2023,Egay,Abra,454.0,12386.0,12840.0
2023,Egay,Aklan,6.0,73.0,79.0
2023,Egay,Albay,0.0,0.0,0.0
2023,Egay,Antique,12.0,260.0,272.0
2023,Egay,Apayao,25.0,321.0,346.0
2023,Egay,Aurora,1.0,92.0,93.0
2023,Egay,Basilan,2.0,20.0,22.0
2023,Egay,Bataan,0.0,3.0,3.0
2023,Egay,Batanes,0.0,0.0,0.0
2023,Egay,Batangas,0.0,0.0,0.0
2023,Egay,Benguet,58.0,756.0,814.0
2023,Egay,Bulacan,0.0,1.0,1.0
2023,Egay,Cagayan,860.0,16534.0,17394.0
2023,Egay,Camarines Norte,15.0,79.0,94.0
2023,Egay,Camarines Sur,0.0,0.0,0.0
2023,Egay,Catanduanes,0.0,0.0,0.0
2023,Egay,Cavite,0.0,3.0,3.0
2023,Egay,Cotabato,0.0,3.0,3.0
2023,Egay,Davao Occidental,0.0,0.0,0.0
2023,Egay,Davao Oriental,7.0,28.0,35.0
2023,Egay,Davao del Norte,30.0,63.0,93.0
2023,Egay,Davao del Sur,3.0,1.0,4.0
2023,Egay,Guimaras,3.0,53.0,56.0
2023,Egay,Ifugao,9.0,481.0,490.0
2023,Egay,Ilocos Norte,300.0,7613.0,7913.0
2023,Egay,Ilocos Sur,242.0,10690.0,10932.0
2023,Egay,Iloilo,17.0,311.0,328.0
2023,Egay,Isabela,1.0,13.0,14.0
2023,Egay,Kalinga,2.0,274.0,276.0
2023,Egay,La Union,18.0,923.0,941.0
2023,Egay,Masbate,0.0,0.0,0.0
2023,Egay,Misamis Oriental,1.0,6.0,7.0
2023,Egay,Negros Occidental,58.0,1328.0,1386.0
2023,Egay,Nueva Ecija,17.0,226.0,243.0
2023,Egay,Nueva Vizcaya,3.0,65.0,68.0
2023,Egay,Occidental Mindoro,0.0,0.0,0.0
2023,Egay,Oriental Mindoro,0.0,0.0,0.0
2023,Egay,Palawan,1.0,4.0,5.0
2023,Egay,Pampanga,0.0,6.0,6.0
2023,Egay,Pangasinan,20.0,106.0,126.0
2023,Egay,Quezon,0.0,0.0,0.0
2023,Egay,Quirino,4.0,40.0,44.0
2023,Egay,Rizal,5.0,9.0,14.0
2023,Egay,Sorsogon,0.0,0.0,0.0
2023,Egay,Sultan Kudarat,0.0,0.0,0.0
2023,Egay,Tarlac,0.0,1.0,1.0
2023,Egay,Zambales,0.0,5.0,5.0
