Year,Storm,Province,Affected
2025,Auring,Bulacan,11016.0
2025,Auring,Cebu,206.0
2025,Auring,Cotabato,780.0
2025,Auring,Davao Occidental,331.0
2025,Auring,Davao de Oro,280.0
2025,Auring,Misamis Oriental,1016.0
2025,Auring,Tawi-Tawi,410.0
2025,Auring,Zamboanga del Norte,20.0
2025,Auring,Zamboanga del Sur,4568.0
