SID,SEASON,PHNAME,NAME,LAT,LON,PH_DAY,PH_TIME,STORM_SPEED,STORM_DIR,TOKYO_WIND,TOKYO_PRES,TOKYO_R50_DIR,TOKYO_R50_LONG,TOKYO_R50_SHORT,TOKYO_R30_DIR,TOKYO_R30_LONG,TOKYO_R30_SHORT,USA_WIND
2010078N03153,2010,Agaton,OMAIS,3.2,153.3,2010-03-19,14:00:00,12,240, , , , , , , , ,15
2010078N03153,2010,Agaton,OMAIS,2.9,152.8,2010-03-19,17:00:00,12,245, , , , , , , , ,15
2010078N03153,2010,Agaton,OMAIS,2.7,152.2,2010-03-19,20:00:00,12,265, , , , , , , , ,15
2010078N03153,2010,Agaton,OMAIS,2.7,151.6,2010-03-19,23:00:00,12,280, , , , , , , , ,18
2010078N03153,2010,Agaton,OMAIS,2.9,151.0,2010-03-20,02:00:00,12,285, , , , , , , , ,20
2010078N03153,2010,Agaton,OMAIS,3.1,150.4,2010-03-20,05:00:00,12,290, , , , , , , , ,20
2010078N03153,2010,Agaton,OMAIS,3.3,149.9,2010-03-20,08:00:00,12,290, , , , , , , , ,20
2010078N03153,2010,Agaton,OMAIS,3.5,149.3,2010-03-20,11:00:00,13,295, , , , , , , , ,20
2010078N03153,2010,Agaton,OMAIS,3.8,148.7,2010-03-20,14:00:00,13,295, , , , , , , , ,20
2010078N03153,2010,Agaton,OMAIS,4.1,148.1,2010-03-20,17:00:00,12,295, , , , , , , , ,20
2010078N03153,2010,Agaton,OMAIS,4.3,147.6,2010-03-20,20:00:00,11,290, , , , , , , , ,20
2010078N03153,2010,Agaton,OMAIS,4.4,147.1,2010-03-20,23:00:00,10,280, , , , , , , , ,23
2010078N03153,2010,Agaton,OMAIS,4.5,146.6,2010-03-21,02:00:00,9,280, , , , , , , , ,25
2010078N03153,2010,Agaton,OMAIS,4.6,146.2,2010-03-21,05:00:00,8,285, , , , , , , , ,25
2010078N03153,2010,Agaton,OMAIS,4.7,145.8,2010-03-21,08:00:00,7,290, , , , , , , , ,25
2010078N03153,2010,Agaton,OMAIS,4.8,145.5,2010-03-21,11:00:00,7,295, , , , , , , , ,23
2010078N03153,2010,Agaton,OMAIS,5.0,145.2,2010-03-21,14:00:00,7,300, , , , , , , , ,20
2010078N03153,2010,Agaton,OMAIS,5.2,144.9,2010-03-21,17:00:00,8,310, , , , , , , , ,20
2010078N03153,2010,Agaton,OMAIS,5.5,144.6,2010-03-21,20:00:00,10,335, , , , , , , , ,20
2010078N03153,2010,Agaton,OMAIS,6.1,144.5,2010-03-21,23:00:00,12,345, , , , , , , , ,23
2010078N03153,2010,Agaton,OMAIS,6.7,144.3,2010-03-22,02:00:00,11,335, , , , , , , , ,25
2010078N03153,2010,Agaton,OMAIS,7.1,143.9,2010-03-22,05:00:00,11,310, , , , , , , , ,28
2010078N03153,2010,Agaton,OMAIS,7.4,143.5,2010-03-22,08:00:00,10,305, , , , , , , , ,30
2010078N03153,2010,Agaton,OMAIS,7.7,143.1,2010-03-22,11:00:00,10,300, , , , , , , , ,30
2010078N03153,2010,Agaton,OMAIS,7.9,142.6,2010-03-22,14:00:00,10,300, , , , , , , , ,30
2010078N03153,2010,Agaton,OMAIS,8.2,142.2,2010-03-22,17:00:00,10,300, , , , , , , , ,30
2010078N03153,2010,Agaton,OMAIS,8.4,141.7,2010-03-22,20:00:00,11,295, ,1006,0, , ,0, , ,30
2010078N03153,2010,Agaton,OMAIS,8.6,141.2,2010-03-22,23:00:00,12,295, ,1005,0, , ,0, , ,33
2010078N03153,2010,Agaton,OMAIS,8.9,140.6,2010-03-23,02:00:00,12,295, ,1004,0, , ,0, , ,35
2010078N03153,2010,Agaton,OMAIS,9.2,140.1,2010-03-23,05:00:00,12,300, ,1003,0, , ,0, , ,35
2010078N03153,2010,Agaton,OMAIS,9.5,139.5,2010-03-23,08:00:00,11,300, ,1002,0, , ,0, , ,35
2010078N03153,2010,Agaton,OMAIS,9.7,139.1,2010-03-23,11:00:00,11,300, ,1002,0, , ,0, , ,35
2010078N03153,2010,Agaton,OMAIS,10.0,138.6,2010-03-23,14:00:00,12,295, ,1002,0, , ,0, , ,35
2010078N03153,2010,Agaton,OMAIS,10.3,138.0,2010-03-23,17:00:00,13,295, ,1003,0, , ,0, , ,35
2010078N03153,2010,Agaton,OMAIS,10.5,137.4,2010-03-23,20:00:00,12,290, ,1004,0, , ,0, , ,35
2010078N03153,2010,Agaton,OMAIS,10.6,136.9,2010-03-23,23:00:00,10,285, ,1003,0, , ,0, , ,35
2010078N03153,2010,Agaton,OMAIS,10.8,136.4,2010-03-24,02:00:00,11,295, ,1002,0, , ,0, , ,35
2010078N03153,2010,Agaton,OMAIS,11.1,135.9,2010-03-24,05:00:00,12,310, ,1001,0, , ,0, , ,35
2010078N03153,2010,Agaton,OMAIS,11.5,135.5,2010-03-24,08:00:00,13,315, ,1000,0, , ,0, , ,35
2010078N03153,2010,Agaton,OMAIS,12.0,135.0,2010-03-24,11:00:00,14,320, ,1000,0, , ,0, , ,38
2010078N03153,2010,Agaton,OMAIS,12.5,134.5,2010-03-24,14:00:00,14,315, ,1000,0, , ,0, , ,40
2010078N03153,2010,Agaton,OMAIS,12.9,133.9,2010-03-24,17:00:00,14,310, ,999,0, , ,0, , ,40
2010078N03153,2010,Agaton,OMAIS,13.4,133.4,2010-03-24,20:00:00,12,310,35,998,0, , ,1,90,70,40
2010078N03153,2010,Agaton,OMAIS,13.7,133.0,2010-03-24,23:00:00,11,315,35,998,0, , ,1,90,70,45
2010078N03153,2010,Agaton,OMAIS,14.1,132.7,2010-03-25,02:00:00,9,325,35,998,0, , ,1,90,70,50
2010078N03153,2010,Agaton,OMAIS,14.5,132.4,2010-03-25,05:00:00,8,330,35,998,0, , ,1,90,70,50
2010078N03153,2010,Agaton,OMAIS,14.8,132.2,2010-03-25,08:00:00,8,330,35,998,0, , ,1,90,70,50
2010078N03153,2010,Agaton,OMAIS,15.2,132.0,2010-03-25,11:00:00,7,335,35,998,0, , ,1,90,70,48
2010078N03153,2010,Agaton,OMAIS,15.5,131.9,2010-03-25,14:00:00,7,345,35,998,0, , ,1,90,70,45
2010078N03153,2010,Agaton,OMAIS,15.8,131.9,2010-03-25,17:00:00,7,0,35,998,0, , ,1,90,70,40
2010078N03153,2010,Agaton,OMAIS,16.2,131.9,2010-03-25,20:00:00,7,5,35,998,0, , ,1,90,70,35
2010078N03153,2010,Agaton,OMAIS,16.5,131.9,2010-03-25,23:00:00,7,0,35,999,0, , ,1,90,70,33
2010078N03153,2010,Agaton,OMAIS,16.8,131.9,2010-03-26,02:00:00,6,350,35,1000,0, , ,1,90,70,30
2010078N03153,2010,Agaton,OMAIS,17.1,131.8,2010-03-26,05:00:00,6,345, ,1002,0, , ,1, , ,30
2010078N03153,2010,Agaton,OMAIS,17.4,131.7,2010-03-26,08:00:00,5,0, ,1004,0, , ,0, , ,30
2010078N03153,2010,Agaton,OMAIS,17.6,131.8,2010-03-26,11:00:00,5,20, ,1005,0, , ,0, , ,30
2010078N03153,2010,Agaton,OMAIS,17.8,131.9,2010-03-26,14:00:00,4,30, ,1006,0, , ,0, , ,30
2010078N03153,2010,Agaton,OMAIS,18.0,132.0,2010-03-26,17:00:00,4,40, ,1007,0, , ,0, , , 
2010078N03153,2010,Agaton,OMAIS,18.2,132.2,2010-03-26,20:00:00,7,30, ,1008,0, , ,0, , , 
2010078N03153,2010,Agaton,OMAIS,18.6,132.4,2010-03-26,23:00:00,7,40, , ,0, , ,0, , , 
2010078N03153,2010,Agaton,OMAIS,18.7,132.6,2010-03-27,02:00:00,4,70, , , , , , , , , 
2010191N12138,2010,Basyang,CONSON,11.8,137.6,2010-07-10,14:00:00,11,300, , , , , , , , ,15
2010191N12138,2010,Basyang,CONSON,12.1,137.1,2010-07-10,17:00:00,11,295, , , , , , , , ,15
2010191N12138,2010,Basyang,CONSON,12.3,136.6,2010-07-10,20:00:00,10,290, , , , , , , , ,15
2010191N12138,2010,Basyang,CONSON,12.4,136.1,2010-07-10,23:00:00,10,280, , , , , , , , ,18
2010191N12138,2010,Basyang,CONSON,12.5,135.6,2010-07-11,02:00:00,10,285, , , , , , , , ,20
2010191N12138,2010,Basyang,CONSON,12.6,135.1,2010-07-11,05:00:00,9,290, , , , , , , , ,20
2010191N12138,2010,Basyang,CONSON,12.8,134.7,2010-07-11,08:00:00,9,295, , , , , , , , ,20
2010191N12138,2010,Basyang,CONSON,13.0,134.3,2010-07-11,11:00:00,9,305, , , , , , , , ,23
2010191N12138,2010,Basyang,CONSON,13.3,133.9,2010-07-11,14:00:00,10,300, , , , , , , , ,25
2010191N12138,2010,Basyang,CONSON,13.6,133.4,2010-07-11,17:00:00,12,295, , , , , , , , ,28
2010191N12138,2010,Basyang,CONSON,13.8,132.8,2010-07-11,20:00:00,12,290, ,1008,0, , ,0, , ,30
2010191N12138,2010,Basyang,CONSON,14.0,132.3,2010-07-11,23:00:00,11,285, ,1006,0, , ,0, , ,35
2010191N12138,2010,Basyang,CONSON,14.1,131.8,2010-07-12,02:00:00,12,285, ,1004,0, , ,0, , ,40
2010191N12138,2010,Basyang,CONSON,14.2,131.1,2010-07-12,05:00:00,14,280, ,1002,0, , ,0, , ,45
2010191N12138,2010,Basyang,CONSON,14.3,130.3,2010-07-12,08:00:00,13,270,35,1000,0, , ,1,80,60,50
2010191N12138,2010,Basyang,CONSON,14.2,129.8,2010-07-12,11:00:00,11,265,40,997,0, , ,1,80,60,53
2010191N12138,2010,Basyang,CONSON,14.2,129.2,2010-07-12,14:00:00,13,270,45,994,0, , ,1,80,60,55
2010191N12138,2010,Basyang,CONSON,14.2,128.5,2010-07-12,17:00:00,14,275,50,990,0, , ,1,90,70,58
2010191N12138,2010,Basyang,CONSON,14.3,127.7,2010-07-12,20:00:00,13,270,55,985,9,30,30,1,100,80,60
2010191N12138,2010,Basyang,CONSON,14.3,127.1,2010-07-12,23:00:00,12,270,60,980,9,35,35,1,115,90,65
2010191N12138,2010,Basyang,CONSON,14.3,126.5,2010-07-13,02:00:00,14,270,65,975,9,40,40,1,130,100,70
2010191N12138,2010,Basyang,CONSON,14.3,125.7,2010-07-13,05:00:00,16,270,65,975,9,40,40,1,130,100,73
2010191N12138,2010,Basyang,CONSON,14.3,124.9,2010-07-13,08:00:00,14,270,65,975,9,40,40,1,130,100,75
2010191N12138,2010,Basyang,CONSON,14.3,124.2,2010-07-13,11:00:00,13,270,65,975,9,40,40,1,130,100,70
2010191N12138,2010,Basyang,CONSON,14.3,123.5,2010-07-13,14:00:00,12,275,65,975,9,40,40,1,130,100,65
2010191N12138,2010,Basyang,CONSON,14.4,122.9,2010-07-13,17:00:00,12,275,65,975,9,40,40,1,130,100,63
2010191N12138,2010,Basyang,CONSON,14.5,122.3,2010-07-13,20:00:00,12,270,65,975,9,40,40,1,130,100,60
2010191N12138,2010,Basyang,CONSON,14.4,121.7,2010-07-13,23:00:00,12,265,63,978,9,35,35,1,130,100,55
2010191N12138,2010,Basyang,CONSON,14.4,121.1,2010-07-14,02:00:00,13,275,60,980,9,30,30,1,130,100,50
2010191N12138,2010,Basyang,CONSON,14.5,120.3,2010-07-14,05:00:00,14,285,58,983,9,30,30,1,130,100,53
2010191N12138,2010,Basyang,CONSON,14.8,119.7,2010-07-14,08:00:00,14,295,55,985,9,30,30,1,130,100,55
2010191N12138,2010,Basyang,CONSON,15.1,119.0,2010-07-14,11:00:00,13,300,53,988,9, , ,1,115,90,53
2010191N12138,2010,Basyang,CONSON,15.4,118.5,2010-07-14,14:00:00,12,305,50,990,0, , ,1,100,80,50
2010191N12138,2010,Basyang,CONSON,15.7,118.0,2010-07-14,17:00:00,10,305,48,991,0, , ,1,100,80,50
2010191N12138,2010,Basyang,CONSON,16.0,117.6,2010-07-14,20:00:00,11,290,45,992,0, , ,1,100,80,50
2010191N12138,2010,Basyang,CONSON,16.2,116.9,2010-07-14,23:00:00,14,275,45,992,0, , ,1,100,80,53
2010191N12138,2010,Basyang,CONSON,16.2,116.2,2010-07-15,02:00:00,13,275,45,992,0, , ,1,100,80,55
2010191N12138,2010,Basyang,CONSON,16.3,115.6,2010-07-15,05:00:00,11,275,48,991,0, , ,1,110,90,55
2010191N12138,2010,Basyang,CONSON,16.3,115.1,2010-07-15,08:00:00,11,275,50,990,0, , ,1,120,100,55
2010191N12138,2010,Basyang,CONSON,16.4,114.4,2010-07-15,11:00:00,11,280,53,988,0, , ,1,135,115,58
2010191N12138,2010,Basyang,CONSON,16.5,113.9,2010-07-15,14:00:00,10,280,55,985,9,40,40,1,150,130,60
2010191N12138,2010,Basyang,CONSON,16.6,113.4,2010-07-15,17:00:00,9,280,60,980,9,45,45,1,165,140,63
2010191N12138,2010,Basyang,CONSON,16.7,112.9,2010-07-15,20:00:00,10,280,65,975,9,50,50,1,180,150,65
2010191N12138,2010,Basyang,CONSON,16.8,112.4,2010-07-15,23:00:00,10,275,65,975,9,50,50,1,180,150,68
2010191N12138,2010,Basyang,CONSON,16.8,111.9,2010-07-16,02:00:00,9,280,65,975,9,50,50,1,180,150,70
2010191N12138,2010,Basyang,CONSON,16.9,111.4,2010-07-16,05:00:00,9,285,65,975,9,50,50,1,180,150,73
2010191N12138,2010,Basyang,CONSON,17.1,111.0,2010-07-16,08:00:00,9,295,65,975,9,50,50,1,180,150,75
2010191N12138,2010,Basyang,CONSON,17.3,110.6,2010-07-16,11:00:00,10,305,68,973,9,55,55,1,180,150,78
2010191N12138,2010,Basyang,CONSON,17.6,110.2,2010-07-16,14:00:00,9,310,70,970,9,60,60,1,180,150,80
2010191N12138,2010,Basyang,CONSON,17.9,109.9,2010-07-16,17:00:00,8,305,68,970,9,55,55,1,180,150,75
2010191N12138,2010,Basyang,CONSON,18.1,109.5,2010-07-16,20:00:00,9,300,65,970,9,50,50,2,180,150,70
2010191N12138,2010,Basyang,CONSON,18.3,109.1,2010-07-16,23:00:00,9,295,65,970,9,50,50,2,180,150,65
2010191N12138,2010,Basyang,CONSON,18.5,108.6,2010-07-17,02:00:00,10,300,65,970,9,50,50,2,180,150,60
2010191N12138,2010,Basyang,CONSON,18.8,108.2,2010-07-17,05:00:00,10,310,60,975,9,45,45,2,170,145,58
2010191N12138,2010,Basyang,CONSON,19.1,107.8,2010-07-17,08:00:00,10,320,55,980,9,40,40,2,160,140,55
2010198N15123,2010,Caloy,CHANTHU,15.3,123.3,2010-07-17,08:00:00,4,315, , , , , , , , ,15
2010191N12138,2010,Basyang,CONSON,19.6,107.6,2010-07-17,11:00:00,10,330,53,985,9, , ,2,140,120,53
2010198N15123,2010,Caloy,CHANTHU,15.4,123.2,2010-07-17,11:00:00,4,320, , , , , , , , ,18
2010191N12138,2010,Basyang,CONSON,20.0,107.3,2010-07-17,14:00:00,9,325,50,990,0, , ,2,120,100,50
2010198N15123,2010,Caloy,CHANTHU,15.6,123.0,2010-07-17,14:00:00,3,290, ,1008,0, , ,0, , ,20
2010191N12138,2010,Basyang,CONSON,20.3,107.0,2010-07-17,17:00:00,8,315,48,991,0, , ,2,120,100,48
2010198N15123,2010,Caloy,CHANTHU,15.5,122.9,2010-07-17,17:00:00,3,235, ,1008,0, , ,0, , ,20
2010191N12138,2010,Basyang,CONSON,20.6,106.7,2010-07-17,20:00:00,8,310,45,992,0, , ,2,120,100,45
2010198N15123,2010,Caloy,CHANTHU,15.4,122.8,2010-07-17,20:00:00,3,235, ,1008,0, , ,0, , ,20
2010191N12138,2010,Basyang,CONSON,20.8,106.3,2010-07-17,23:00:00,8,305,43,994,0, , ,2,120,100,38
2010198N15123,2010,Caloy,CHANTHU,15.3,122.6,2010-07-17,23:00:00,4,245, ,1008,0, , ,0, , ,20
2010191N12138,2010,Basyang,CONSON,21.0,106.0,2010-07-18,02:00:00,8,295,40,996,0, , ,2,120,100,30
2010198N15123,2010,Caloy,CHANTHU,15.3,122.4,2010-07-18,02:00:00,3,245, ,1008,0, , ,0, , ,20
2010191N12138,2010,Basyang,CONSON,21.1,105.6,2010-07-18,05:00:00,7,285, ,998,0, , ,2, , ,28
2010198N15123,2010,Caloy,CHANTHU,15.2,122.3,2010-07-18,05:00:00,4,255, ,1008,0, , ,0, , ,23
2010191N12138,2010,Basyang,CONSON,21.2,105.2,2010-07-18,08:00:00,7,280, ,1000,0, , ,0, , ,25
2010198N15123,2010,Caloy,CHANTHU,15.2,122.1,2010-07-18,08:00:00,6,275, ,1008,0, , ,0, , ,25
2010198N15123,2010,Caloy,CHANTHU,15.2,121.7,2010-07-18,11:00:00,8,275, ,1007,0, , ,0, , ,25
2010198N15123,2010,Caloy,CHANTHU,15.3,121.2,2010-07-18,14:00:00,10,270, ,1006,0, , ,0, , ,25
2010198N15123,2010,Caloy,CHANTHU,15.2,120.7,2010-07-18,17:00:00,11,260, ,1006,0, , ,0, , ,25
2010198N15123,2010,Caloy,CHANTHU,15.1,120.1,2010-07-18,20:00:00,11,260, ,1006,0, , ,0, , ,25
2010198N15123,2010,Caloy,CHANTHU,15.0,119.6,2010-07-18,23:00:00,10,265, ,1005,0, , ,0, , ,25
2010198N15123,2010,Caloy,CHANTHU,15.0,119.1,2010-07-19,02:00:00,10,265, ,1004,0, , ,0, , ,25
2010198N15123,2010,Caloy,CHANTHU,14.9,118.5,2010-07-19,05:00:00,10,270, ,1004,0, , ,0, , ,25
2010198N15123,2010,Caloy,CHANTHU,14.9,118.0,2010-07-19,08:00:00,9,275, ,1004,0, , ,0, , ,25
2010198N15123,2010,Caloy,CHANTHU,15.0,117.6,2010-07-19,11:00:00,9,285, ,1003,0, , ,0, , ,28
2010198N15123,2010,Caloy,CHANTHU,15.2,117.2,2010-07-19,14:00:00,8,300, ,1002,0, , ,0, , ,30
2010198N15123,2010,Caloy,CHANTHU,15.4,116.8,2010-07-19,17:00:00,8,310, ,1001,0, , ,0, , ,33
2010198N15123,2010,Caloy,CHANTHU,15.7,116.5,2010-07-19,20:00:00,8,330,35,1000,0, , ,9,80,80,35
2010198N15123,2010,Caloy,CHANTHU,16.1,116.4,2010-07-19,23:00:00,8,345,35,1000,0, , ,9,90,90,35
2010198N15123,2010,Caloy,CHANTHU,16.5,116.3,2010-07-20,02:00:00,9,340,35,1000,0, , ,9,100,100,35
2010198N15123,2010,Caloy,CHANTHU,16.9,116.1,2010-07-20,05:00:00,9,330,35,999,0, , ,9,110,100,35
2010198N15123,2010,Caloy,CHANTHU,17.3,115.8,2010-07-20,08:00:00,9,320,35,998,0, , ,2,120,100,35
2010198N15123,2010,Caloy,CHANTHU,17.6,115.5,2010-07-20,11:00:00,9,310,38,996,0, , ,2,130,100,35
2010198N15123,2010,Caloy,CHANTHU,17.8,115.1,2010-07-20,14:00:00,8,305,40,994,0, , ,2,140,100,35
2010198N15123,2010,Caloy,CHANTHU,18.0,114.7,2010-07-20,17:00:00,8,300,43,992,0, , ,2,140,100,40
2010198N15123,2010,Caloy,CHANTHU,18.2,114.4,2010-07-20,20:00:00,7,280,45,990,0, , ,2,140,100,45
2010198N15123,2010,Caloy,CHANTHU,18.2,114.0,2010-07-20,23:00:00,7,265,48,988,0, , ,2,140,100,48
2010198N15123,2010,Caloy,CHANTHU,18.1,113.6,2010-07-21,02:00:00,6,270,50,985,0, , ,3,140,100,50
2010198N15123,2010,Caloy,CHANTHU,18.2,113.4,2010-07-21,05:00:00,4,290,53,985,0, , ,3,130,90,53
2010198N15123,2010,Caloy,CHANTHU,18.3,113.2,2010-07-21,08:00:00,5,315,55,985,9,30,30,3,120,80,55
2010198N15123,2010,Caloy,CHANTHU,18.5,113.0,2010-07-21,11:00:00,6,325,58,985,9,30,30,3,120,80,55
2010198N15123,2010,Caloy,CHANTHU,18.8,112.9,2010-07-21,14:00:00,6,325,60,985,9,30,30,3,120,80,55
2010198N15123,2010,Caloy,CHANTHU,19.0,112.7,2010-07-21,17:00:00,6,320,63,983,9,40,40,3,130,80,58
2010198N15123,2010,Caloy,CHANTHU,19.3,112.5,2010-07-21,20:00:00,7,325,65,980,9,50,50,2,140,80,60
2010198N15123,2010,Caloy,CHANTHU,19.5,112.2,2010-07-21,23:00:00,8,325,65,978,9,50,50,2,150,90,65
2010198N15123,2010,Caloy,CHANTHU,19.9,112.0,2010-07-22,02:00:00,8,325,65,975,9,50,50,2,160,100,70
2010198N15123,2010,Caloy,CHANTHU,20.2,111.7,2010-07-22,05:00:00,9,320,68,973,9,50,50,2,160,100,75
2010198N15123,2010,Caloy,CHANTHU,20.6,111.4,2010-07-22,08:00:00,11,320,70,970,9,50,50,3,160,100,80
2010198N15123,2010,Caloy,CHANTHU,21.0,111.0,2010-07-22,11:00:00,12,315,70,970,9,50,50,3,150,100,75
2010198N15123,2010,Caloy,CHANTHU,21.4,110.5,2010-07-22,14:00:00,10,310,70,970,9,50,50,3,140,100,70
2010198N15123,2010,Caloy,CHANTHU,21.6,110.2,2010-07-22,17:00:00,8,300,68,975,9,50,50,3,130,90,63
2010198N15123,2010,Caloy,CHANTHU,21.8,109.8,2010-07-22,20:00:00,9,305,65,980,9,50,50,4,120,80,55
2010198N15123,2010,Caloy,CHANTHU,22.1,109.4,2010-07-22,23:00:00,11,310,60,983,9,40,40,4,110,70,50
2010198N15123,2010,Caloy,CHANTHU,22.5,109.0,2010-07-23,02:00:00,11,310,55,985,9,30,30,4,100,60,45
2010198N15123,2010,Caloy,CHANTHU,22.8,108.5,2010-07-23,05:00:00,11,305,50,991,9, , ,4,80,60,40
2010198N15123,2010,Caloy,CHANTHU,23.1,108.0,2010-07-23,08:00:00,11,300,45,996,0, , ,9,60,60,35
2010198N15123,2010,Caloy,CHANTHU,23.4,107.5,2010-07-23,11:00:00,11,295, ,998,0, , ,9, , ,30
2010198N15123,2010,Caloy,CHANTHU,23.6,107.0,2010-07-23,14:00:00,9,290, ,1000,0, , ,0, , ,25
2010198N15123,2010,Caloy,CHANTHU,23.7,106.6,2010-07-23,17:00:00,7,280, ,1000,0, , ,0, , ,23
2010198N15123,2010,Caloy,CHANTHU,23.7,106.2,2010-07-23,20:00:00,6,275, ,1000,0, , ,0, , ,20
2010218N20127,2010,Ester,DIANMU,19.7,126.6,2010-08-06,08:00:00,8,280, , , , , , , , ,15
2010218N20127,2010,Ester,DIANMU,19.8,126.2,2010-08-06,11:00:00,8,280, , , , , , , , ,15
2010218N20127,2010,Ester,DIANMU,19.8,125.8,2010-08-06,14:00:00,8,275, , , , , , , , ,15
2010218N20127,2010,Ester,DIANMU,19.8,125.4,2010-08-06,17:00:00,8,280, , , , , , , , ,18
2010218N20127,2010,Ester,DIANMU,19.9,125.0,2010-08-06,20:00:00,7,280, , , , , , , , ,20
2010218N20127,2010,Ester,DIANMU,20.0,124.6,2010-08-06,23:00:00,6,290, , , , , , , , ,20
2010218N20127,2010,Ester,DIANMU,20.1,124.4,2010-08-07,02:00:00,5,320, , , , , , , , ,20
2010218N20127,2010,Ester,DIANMU,20.3,124.3,2010-08-07,05:00:00,5,350, , , , , , , , ,20
2010218N20127,2010,Ester,DIANMU,20.6,124.3,2010-08-07,08:00:00,5,355, ,1002,0, , ,0, , ,20
2010218N20127,2010,Ester,DIANMU,20.8,124.3,2010-08-07,11:00:00,4,360, ,1001,0, , ,0, , ,20
2010218N20127,2010,Ester,DIANMU,21.0,124.3,2010-08-07,14:00:00,3,10, ,1000,0, , ,0, , ,20
2010218N20127,2010,Ester,DIANMU,21.1,124.3,2010-08-07,17:00:00,3,20, ,1000,0, , ,0, , ,20
2010218N20127,2010,Ester,DIANMU,21.3,124.4,2010-08-07,20:00:00,3,20, ,1000,0, , ,0, , ,20
2010218N20127,2010,Ester,DIANMU,21.4,124.4,2010-08-07,23:00:00,4,20, ,999,0, , ,0, , ,20
2010218N20127,2010,Ester,DIANMU,21.7,124.5,2010-08-08,02:00:00,5,20, ,998,0, , ,0, , ,20
2010218N20127,2010,Ester,DIANMU,21.9,124.6,2010-08-08,05:00:00,6,15, ,998,0, , ,0, , ,23
2010218N20127,2010,Ester,DIANMU,22.3,124.7,2010-08-08,08:00:00,7,20, ,998,0, , ,0, , ,25
2010218N20127,2010,Ester,DIANMU,22.6,124.9,2010-08-08,11:00:00,7,25, ,997,0, , ,0, , ,25
2010218N20127,2010,Ester,DIANMU,22.9,125.0,2010-08-08,14:00:00,7,15, ,996,0, , ,0, , ,25
2010218N20127,2010,Ester,DIANMU,23.2,125.0,2010-08-08,17:00:00,7,5, ,995,0, , ,0, , ,28
2010218N20127,2010,Ester,DIANMU,23.6,125.1,2010-08-08,20:00:00,7,10,35,994,0, , ,3,160,40,30
2010218N20127,2010,Ester,DIANMU,23.9,125.1,2010-08-08,23:00:00,8,15,40,992,0, , ,3,160,40,33
2010218N20127,2010,Ester,DIANMU,24.3,125.3,2010-08-09,02:00:00,10,15,45,990,0, , ,2,180,60,35
2010218N20127,2010,Ester,DIANMU,24.9,125.5,2010-08-09,05:00:00,13,10,45,990,0, , ,2,190,80,35
2010218N20127,2010,Ester,DIANMU,25.6,125.6,2010-08-09,08:00:00,15,5,45,990,0, , ,2,200,90,35
2010218N20127,2010,Ester,DIANMU,26.4,125.6,2010-08-09,11:00:00,16,0,50,985,0, , ,3,220,90,38
2010218N20127,2010,Ester,DIANMU,27.2,125.6,2010-08-09,14:00:00,16,355,50,985,0, , ,3,240,100,40
2010218N20127,2010,Ester,DIANMU,27.9,125.5,2010-08-09,17:00:00,16,350,50,985,0, , ,3,240,100,43
2010218N20127,2010,Ester,DIANMU,28.7,125.3,2010-08-09,20:00:00,13,350,50,985,0, , ,3,260,100,45
2010218N20127,2010,Ester,DIANMU,29.2,125.2,2010-08-09,23:00:00,11,355,50,985,0, , ,3,260,100,45
2010218N20127,2010,Ester,DIANMU,29.8,125.2,2010-08-10,02:00:00,12,355,50,985,0, , ,3,260,100,45
2010218N20127,2010,Ester,DIANMU,30.4,125.1,2010-08-10,05:00:00,13,355,50,985,0, , ,3,270,100,48
2010218N20127,2010,Ester,DIANMU,31.0,125.1,2010-08-10,08:00:00,12,0,50,985,0, , ,3,280,100,50
2010218N20127,2010,Ester,DIANMU,31.6,125.1,2010-08-10,11:00:00,11,5,50,985,0, , ,3,280,100,50
2010218N20127,2010,Ester,DIANMU,32.1,125.3,2010-08-10,14:00:00,10,15,50,985,0, , ,3,280,100,50
2010218N20127,2010,Ester,DIANMU,32.6,125.4,2010-08-10,17:00:00,11,25,50,985,0, , ,3,280,100,53
2010218N20127,2010,Ester,DIANMU,33.1,125.8,2010-08-10,20:00:00,12,35,50,985,0, , ,3,280,100,55
2010218N20127,2010,Ester,DIANMU,33.6,126.2,2010-08-10,23:00:00,12,45,50,985,0, , ,3,260,100,50
2010218N20127,2010,Ester,DIANMU,34.0,126.7,2010-08-11,02:00:00,13,45,50,985,0, , ,3,240,100,45
2010218N20127,2010,Ester,DIANMU,34.4,127.3,2010-08-11,05:00:00,15,50,45,990,0, , ,3,240,100,45
2010218N20127,2010,Ester,DIANMU,34.9,128.2,2010-08-11,08:00:00,17,55,45,990,0, , ,3,220,100,45
2010218N20127,2010,Ester,DIANMU,35.4,129.0,2010-08-11,11:00:00,17,60,45,992,0, , ,3,220,100,45
2010218N20127,2010,Ester,DIANMU,35.8,130.0,2010-08-11,14:00:00,17,60,45,992,0, , ,3,220,100,45
2010218N20127,2010,Ester,DIANMU,36.2,130.8,2010-08-11,17:00:00,16,65,45,992,0, , ,3,220,100,43
2010218N20127,2010,Ester,DIANMU,36.5,131.8,2010-08-11,20:00:00,17,65,45,992,0, , ,3,220,100,40
2010218N20127,2010,Ester,DIANMU,36.9,132.8,2010-08-11,23:00:00,18,65,45,992,0, , ,3,220,100,35
2010218N20127,2010,Ester,DIANMU,37.3,133.8,2010-08-12,02:00:00,19,65,40,994,0, , ,3,220,100,30
