Year,Intl_Name,PH_Name,Province,Deaths,Affected,Houses destroyed,Houses damaged,Total Houses,Damage to Infrastructure (PhP),Damage to Agriculture + Fisheries (PhP),Category
2012,Bopha,Pablo,Biliran,1,0,0,0,0,0,0,Very strong typhoon
2012,Bopha,Pablo,La Union,0,0,1,1,2,0,0,Very strong typhoon
2012,Bopha,Pablo,Pangasinan,0,0,1,1,2,0,0,Very strong typhoon
2012,Wukong,Quinta,Palawan,0,90,0,0,0,0,0,Tropical storm
2012,Wukong,Quinta,Albay,0,14991,0,0,0,0,3979566.25,Tropical storm
2012,Wukong,Quinta,Camarines Norte,0,330,0,0,0,0,0,Tropical storm
2012,Wukong,Quinta,Iloilo,12,234106,1596,3340,4936,370041000,27415480,Tropical storm
2012,Wukong,Quinta,Negros Occidental,0,2224,10,56,66,3820000,313480,Tropical storm
2012,Wukong,Quinta,Aklan,3,55211,284,913,1197,87268000,20805850,Tropical storm
2012,Wukong,Quinta,Capiz,2,67502,35,120,155,77000000,15308099.08,Tropical storm
2012,Wukong,Quinta,Cebu,0,415,6,80,86,0,0,Tropical storm
2012,Wukong,Quinta,Leyte,1,2424,0,13,13,0,0,Tropical storm
2012,Wukong,Quinta,Catanduanes,1,0,0,0,0,0,0,Tropical storm
2012,Wukong,Quinta,Eastern Samar,4,0,0,0,0,0,0,Tropical storm
2013,Sonamu,Auring,Palawan,2,946,57,122,179,0,0,Severe tropical storm
2013,Sonamu,Auring,Zamboanga del Norte,0,1136,6,0,6,0,0,Severe tropical storm
2013,Sonamu,Auring,Oriental Mindoro,0,15,0,0,0,0,0,Severe tropical storm
2013,Sonamu,Auring,Davao de Oro,0,556,0,0,0,0,0,Severe tropical storm
2013,Sonamu,Auring,Davao del Norte,0,7944,0,0,0,0,0,Severe tropical storm
2013,Bising,,Davao de Oro,0,300,0,0,0,0,0,Tropical depression
2013,Bising,,Sarangani,0,90,0,0,0,0,0,Tropical depression
2013,Bising,,South Cotabato,0,2805,0,0,0,0,0,Tropical depression
2013,Bising,,Agusan del Norte,0,11470,0,0,0,0,0,Tropical depression
2013,Bising,,Agusan del Sur,0,1014,0,0,0,0,0,Tropical depression
2013,Bising,,Surigao del Sur,0,1122,0,0,0,0,0,Tropical depression
2013,Crising,,Davao de Oro,2,15050,0,0,0,0,0,Tropical storm
2013,Crising,,Davao del Norte,6,163042,0,0,0,0,11241800,Tropical storm
2013,Crising,,Davao Oriental,3,34688,0,0,0,0,0,Tropical storm
2013,Crising,,Agusan del Sur,1,0,0,0,0,0,0,Tropical storm
2013,Crising,,Oriental Mindoro,0,250,0,0,0,0,0,Tropical storm
2013,Crising,,Bohol,0,3745,0,0,0,0,0,Tropical storm
2013,Crising,,Leyte,0,44,0,0,0,0,0,Tropical storm
2013,Crising,,Zamboanga del Norte,0,11725,0,0,0,0,0,Tropical storm
2013,Crising,,Bukidnon,0,8075,0,0,0,0,0,Tropical storm
2013,Crising,,Lanao del Norte,0,369,0,0,0,0,0,Tropical storm
2013,Crising,,Davao del Sur,0,7830,0,0,0,0,0,Tropical storm
2013,Crising,,Cotabato,0,68343,0,0,0,0,0,Tropical storm
2013,Crising,,Agusan del Norte,0,20300,0,0,0,0,0,Tropical storm
2013,Crising,,Maguindanao,0,27116,0,0,0,0,0,Tropical storm
2013,Rumbia,Gorio,Iloilo,7,15,0,0,0,0,0,Severe tropical storm
2013,Rumbia,Gorio,Quezon,0,230,0,0,0,0,0,Severe tropical storm
2013,Rumbia,Gorio,Oriental Mindoro,0,54,0,0,0,0,0,Severe tropical storm
2013,Rumbia,Gorio,Albay,0,1685,0,0,0,0,0,Severe tropical storm
2013,Rumbia,Gorio,Camarines Sur,0,343,0,0,0,0,737894.3,Severe tropical storm
2013,Rumbia,Gorio,Sorsogon,0,10,0,0,0,0,11000,Severe tropical storm
2013,Rumbia,Gorio,Leyte,0,4081,0,0,0,0,0,Severe tropical storm
2013,Utor,Labuyo,Pangasinan,3,18017,8,18,26,0,0,Violent typhoon
2013,Utor,Labuyo,Nueva Vizcaya,1,43584,80,772,852,164412500,7484125,Violent typhoon
2013,Utor,Labuyo,Isabela,1,4061,9,188,197,14060000,179992892.5,Violent typhoon
2013,Utor,Labuyo,Aurora,2,61235,1868,9491,11359,42110000,388792210,Violent typhoon
2013,Utor,Labuyo,Quezon,1,0,0,0,0,0,0,Violent typhoon
2013,Utor,Labuyo,Cebu,2,0,0,0,0,0,0,Violent typhoon
2013,Utor,Labuyo,Benguet,1,885,0,0,0,44672941.93,2397540.12,Violent typhoon
2013,Utor,Labuyo,La Union,0,2854,2,2,4,2200000,11912070,Violent typhoon
2013,Utor,Labuyo,Quirino,0,114441,588,7612,8200,53177000,209325755,Violent typhoon
2013,Utor,Labuyo,Bulacan,0,29346,1,0,1,0,38430314,Violent typhoon
2013,Utor,Labuyo,Nueva Ecija,0,39584,0,0,0,0,60782440,Violent typhoon
2013,Utor,Labuyo,Pampanga,0,5772,3,6,9,0,2503324,Violent typhoon
2013,Utor,Labuyo,Zambales,0,85720,22,348,370,86951143.75,63802284.75,Violent typhoon
2013,Utor,Labuyo,Albay,0,814,0,0,0,0,0,Violent typhoon
2013,Utor,Labuyo,Sorsogon,0,42,7,0,7,0,0,Violent typhoon
2013,Utor,Labuyo,Ifugao,0,1053,4,149,153,16300000,25624469.66,Violent typhoon
2013,Utor,Labuyo,Kalinga,0,31,0,6,6,5100000,85410.08,Violent typhoon
2013,Utor,Labuyo,Mountain Province,0,54,0,13,13,137850000,2423024.42,Violent typhoon
2013,Kong-Rey,Leon,Samar,1,2685,0,10,10,0,0,Severe tropical storm
2013,Kong-Rey,Leon,Ilocos Norte,0,4566,0,0,0,0,0,Severe tropical storm
2013,Kong-Rey,Leon,Benguet,0,10490,0,0,0,0,0,Severe tropical storm
2013,Odette,,Aurora,2,0,0,0,0,0,0,Violent typhoon
2013,Odette,,Batangas,1,0,0,0,0,0,0,Violent typhoon
2013,Odette,,Ilocos Norte,1,24155,2,33,35,0,0,Violent typhoon
2013,Odette,,Batanes,0,14651,174,1394,1568,0,0,Violent typhoon
2013,Odette,,Cagayan,0,30575,365,1224,1589,0,0,Violent typhoon
2013,Odette,,Tarlac,0,341,0,0,0,0,0,Violent typhoon
2013,Odette,,Occidental Mindoro,0,8104,18,23,41,0,0,Violent typhoon
2013,Odette,,Catanduanes,0,411,16,62,78,0,0,Violent typhoon
2013,Odette,,Antique,0,139,3,5,8,0,0,Violent typhoon
2013,Odette,,Guimaras,0,5,0,1,1,0,0,Violent typhoon
2013,Odette,,Iloilo,0,23,1,4,5,0,0,Violent typhoon
2013,Odette,,Negros Occidental,0,76,6,11,17,0,0,Violent typhoon
2013,Odette,,Apayao,0,49,1,9,10,0,0,Violent typhoon
2013,Odette,,Benguet,0,72,0,0,0,0,0,Violent typhoon
2013,Odette,,Ifugao,0,147,0,29,29,0,0,Violent typhoon
2013,Odette,,Kalinga,0,358,0,78,78,0,0,Violent typhoon
2013,Odette,,Mountain Province,0,21,0,4,4,0,0,Violent typhoon
2013,Krosa,Vinta,Ilocos Norte,1,7311,36,1050,1086,3974140,25389798.89,Strong typhoon
2013,Krosa,Vinta,Cagayan,1,231634,3580,30078,33658,0,185329584,Strong typhoon
2013,Krosa,Vinta,Apayao,1,26737,281,2498,2779,0,53125000,Strong typhoon
2013,Krosa,Vinta,Abra,1,10,0,0,0,0,0,Strong typhoon
2013,Krosa,Vinta,Isabela,0,77,0,0,0,0,0,Strong typhoon
2013,Haiyan,Yolanda,Batangas,1,5298,28,770,798,34324034,18702800,Violent typhoon
2013,Haiyan,Yolanda,Cavite,0,732,0,0,0,0,0,Violent typhoon
2013,Haiyan,Yolanda,Laguna,0,12058,2,36,38,0,392640,Violent typhoon
2013,Haiyan,Yolanda,Quezon,2,8824,4,0,4,0,11816309,Violent typhoon
2013,Haiyan,Yolanda,Rizal,0,164,0,0,0,0,0,Violent typhoon
2013,Haiyan,Yolanda,Marinduque,0,8499,5,158,163,0,49640,Violent typhoon
2013,Haiyan,Yolanda,Occidental Mindoro,0,45609,654,2982,3636,188682000,125008083,Violent typhoon
2013,Haiyan,Yolanda,Oriental Mindoro,0,113041,968,2616,3584,572359000,315141602,Violent typhoon
2013,Haiyan,Yolanda,Palawan,19,179708,9410,9351,18761,346806705.4,357078968,Violent typhoon
2013,Haiyan,Yolanda,Romblon,0,119263,574,7095,7669,192092000,31938543,Violent typhoon
2013,Haiyan,Yolanda,Albay,1,155972,64,86,150,18480000,37138779.36,Violent typhoon
2013,Haiyan,Yolanda,Camarines Norte,1,23083,0,0,0,10000000,4495726,Violent typhoon
2013,Haiyan,Yolanda,Camarines Sur,0,166327,248,1063,1311,47795000,181536919.6,Violent typhoon
2013,Haiyan,Yolanda,Catanduanes,0,68609,168,173,341,72898000,6431822.92,Violent typhoon
2013,Haiyan,Yolanda,Masbate,4,104344,1462,6726,8188,359709000,85855582,Violent typhoon
2013,Haiyan,Yolanda,Sorsogon,0,173685,146,2276,2422,14000000,32459735,Violent typhoon
2013,Haiyan,Yolanda,Aklan,14,535725,34738,49161,83899,217070656,1817659254,Violent typhoon
2013,Haiyan,Yolanda,Antique,13,405397,14711,32353,47064,143356679.5,1437516415,Violent typhoon
2013,Haiyan,Yolanda,Capiz,86,719685,92118,38570,130688,1747469887,3860711994,Violent typhoon
2013,Haiyan,Yolanda,Guimaras,0,11593,36,265,301,32400000,1937242046,Violent typhoon
2013,Haiyan,Yolanda,Iloilo,179,1337714,74383,83046,157429,1213812761,4181167504,Violent typhoon
2013,Haiyan,Yolanda,Negros Occidental,2,862914,13340,49728,63068,509295000,725358149.2,Violent typhoon
2013,Haiyan,Yolanda,Bohol,1,1046035,197,1772,1969,110000,5540340,Violent typhoon
2013,Haiyan,Yolanda,Cebu,73,3778881,62594,46601,109195,917383060.9,4759966536,Violent typhoon
2013,Haiyan,Yolanda,Negros Oriental,0,1063015,49,106,155,0,1000000,Violent typhoon
2013,Haiyan,Yolanda,Siquijor,0,22024,0,0,0,0,5590,Violent typhoon
2013,Haiyan,Yolanda,Biliran,8,187641,5444,15081,20525,72732773.64,258870724,Violent typhoon
2013,Haiyan,Yolanda,Eastern Samar,267,497497,30625,31116,61741,702625045.5,4685132032,Violent typhoon
2013,Haiyan,Yolanda,Leyte,5402,2364023,201464,180346,381810,1026660946,49884765123,Violent typhoon
2013,Haiyan,Yolanda,Northern Samar,0,683254,0,0,0,0,109292103.5,Violent typhoon
2013,Haiyan,Yolanda,Samar,225,821989,6084,12231,18315,690246729.8,4086062925,Violent typhoon
2013,Haiyan,Yolanda,Southern Leyte,0,461030,933,9532,10465,31486295.64,210999836.7,Violent typhoon
2013,Haiyan,Yolanda,Bukidnon,0,157,0,0,0,0,0,Violent typhoon
2013,Haiyan,Yolanda,Camiguin,0,2750,2,15,17,0,0,Violent typhoon
2013,Haiyan,Yolanda,Lanao del Norte,0,898,0,0,0,0,0,Violent typhoon
2013,Haiyan,Yolanda,Misamis Oriental,0,15787,0,3,3,0,0,Violent typhoon
2013,Haiyan,Yolanda,Davao de Oro,0,2380,0,0,0,0,0,Violent typhoon
2013,Haiyan,Yolanda,Davao del Sur,0,15,1,2,3,0,0,Violent typhoon
2013,Haiyan,Yolanda,Davao Oriental,0,2605,10,6,16,0,0,Violent typhoon
2013,Haiyan,Yolanda,Agusan del Norte,0,3439,0,0,0,0,105000000,Violent typhoon
2013,Haiyan,Yolanda,Agusan del Sur,0,210,2,40,42,0,3000000,Violent typhoon
2013,Haiyan,Yolanda,Dinagat Islands,0,24405,362,3405,3767,13237000,0,Violent typhoon
2013,Haiyan,Yolanda,Surigao del Norte,0,25645,58,2714,2772,2200000,0,Violent typhoon
2013,Haiyan,Yolanda,Surigao del Sur,1,16257,44,79,123,67000,80000000,Violent typhoon
2013,Haiyan,Yolanda,Zamboanga Sibugay,1,0,0,0,0,0,0,Violent typhoon
2014,Lingling,Agaton,Zamboanga del Norte,1,0,0,0,0,0,0,Tropical storm
2014,Lingling,Agaton,Misamis Occidental,3,694,5,0,5,0,0,Tropical storm
2014,Lingling,Agaton,Misamis Oriental,8,36631,46,210,256,105000000,0,Tropical storm
2014,Lingling,Agaton,Davao de Oro,11,115900,21,6,27,17210000,78185843.28,Tropical storm
2014,Lingling,Agaton,Davao Oriental,10,236030,908,572,1480,0,24914528.8,Tropical storm
2014,Lingling,Agaton,Davao del Norte,3,98361,0,0,0,8800000,112625883,Tropical storm
2014,Lingling,Agaton,Dinagat Islands,6,12000,0,22,22,19384800,759491,Tropical storm
2014,Lingling,Agaton,Agusan del Sur,14,176705,79,87,166,1268921155,30086394.5,Tropical storm
2014,Lingling,Agaton,Agusan del Norte,9,160152,63,112,175,498416220,13293188.88,Tropical storm
2014,Lingling,Agaton,Surigao del Norte,3,51842,149,32,181,104104839,6036050,Tropical storm
2014,Lingling,Agaton,Surigao del Sur,2,108595,137,520,657,548078152,21394129,Tropical storm
2014,Lingling,Agaton,Bukidnon,0,3934,3,0,3,0,52000,Tropical storm
2014,Lingling,Agaton,Camiguin,0,34500,0,1,1,2300000,192500,Tropical storm
2014,Lingling,Agaton,Lanao del Norte,0,30231,281,677,958,102700000,32279788.65,Tropical storm
2014,Lingling,Agaton,Davao del Sur,0,163,0,0,0,0,0,Tropical storm
2014,Lingling,Agaton,Cotabato,0,13225,0,0,0,0,0,Tropical storm
2014,Lingling,Agaton,Maguindanao,0,13435,0,0,0,0,0,Tropical storm
2014,Lingling,Agaton,Camarines Sur,0,0,12,87,99,0,0,Tropical storm
2014,Lingling,Agaton,Sorsogon,0,0,0,1,1,0,0,Tropical storm
2014,Kajiki,Basyang,Cebu,5,7096,27,334,361,0,0,Tropical storm
2014,Kajiki,Basyang,Southern Leyte,1,5399,0,0,0,0,0,Tropical storm
2014,Kajiki,Basyang,Negros Occidental,0,3812,2,55,57,0,0,Tropical storm
2014,Kajiki,Basyang,Agusan del Norte,0,31,2,5,7,0,0,Tropical storm
2014,Kajiki,Basyang,Dinagat Islands,0,11991,2,0,2,0,0,Tropical storm
2014,Kajiki,Basyang,Antique,0,255,0,0,0,0,0,Tropical storm
2014,Kajiki,Basyang,Biliran,0,390,0,0,0,0,0,Tropical storm
2014,Kajiki,Basyang,Leyte,0,9580,0,0,0,0,0,Tropical storm
2014,Kajiki,Basyang,Surigao del Norte,0,9186,0,0,0,0,0,Tropical storm
2014,Caloy,,Southern Leyte,0,713,0,0,0,0,0,Tropical depression
2014,Caloy,,Davao del Norte,0,16765,0,0,0,0,0,Tropical depression
2014,Caloy,,Davao de Oro,0,170,0,0,0,0,0,Tropical depression
2014,Caloy,,Agusan del Sur,0,1625,0,0,0,0,0,Tropical depression
2014,Caloy,,Dinagat Islands,0,56,0,0,0,0,0,Tropical depression
2014,Rammasun,Glenda,Metro Manila,2,26508,47,95,142,55367600,100605650,Very strong typhoon
2014,Rammasun,Glenda,Ilocos Norte,0,14,3,2,5,0,0,Very strong typhoon
2014,Rammasun,Glenda,Pangasinan,0,293,0,0,0,0,1142550,Very strong typhoon
2014,Rammasun,Glenda,Aurora,0,189,0,0,0,0,42000,Very strong typhoon
2014,Rammasun,Glenda,Bataan,3,182641,513,3236,3749,62155000,485143645,Very strong typhoon
2014,Rammasun,Glenda,Bulacan,1,18562,41,180,221,917116,51192776,Very strong typhoon
2014,Rammasun,Glenda,Pampanga,3,4499,7,50,57,91000,1587654040,Very strong typhoon
2014,Rammasun,Glenda,Tarlac,0,624,1,0,1,87080000,975000,Very strong typhoon
2014,Rammasun,Glenda,Zambales,1,14886,180,905,1085,784770,2781800,Very strong typhoon
2014,Rammasun,Glenda,Batangas,13,251942,5227,67449,72676,90000,1752259425,Very strong typhoon
2014,Rammasun,Glenda,Cavite,8,271939,6150,36121,42271,100000,325703614,Very strong typhoon
2014,Rammasun,Glenda,Laguna,21,322405,13592,49468,63060,148193400,4341974618,Very strong typhoon
2014,Rammasun,Glenda,Quezon,29,646830,34702,109957,144659,962469719.4,14190938227,Very strong typhoon
2014,Rammasun,Glenda,Rizal,3,106517,609,3526,4135,263038890,843581534,Very strong typhoon
2014,Rammasun,Glenda,Marinduque,5,4733,39,1031,1070,124824180,81847300,Very strong typhoon
2014,Rammasun,Glenda,Occidental Mindoro,1,26855,56,5483,5539,15823600,113093623,Very strong typhoon
2014,Rammasun,Glenda,Oriental Mindoro,1,1975,30,387,417,0,48423091,Very strong typhoon
2014,Rammasun,Glenda,Romblon,0,453,16,208,224,7722000,76673000,Very strong typhoon
2014,Rammasun,Glenda,Albay,0,505327,4775,19920,24695,771785757.6,1406984728,Very strong typhoon
2014,Rammasun,Glenda,Camarines Norte,0,116504,1617,11169,12786,106600000,102435128,Very strong typhoon
2014,Rammasun,Glenda,Camarines Sur,4,920408,29688,123837,153525,392201356,3267967537,Very strong typhoon
2014,Rammasun,Glenda,Catanduanes,0,20251,98,863,961,11209250,69891373,Very strong typhoon
2014,Rammasun,Glenda,Masbate,0,59897,283,1279,1562,25000000,152115649,Very strong typhoon
2014,Rammasun,Glenda,Sorsogon,3,602778,4997,24216,29213,193482640,4169973763,Very strong typhoon
2014,Rammasun,Glenda,Eastern Samar,0,36240,240,3137,3377,4000000,327473529,Very strong typhoon
2014,Rammasun,Glenda,Leyte,0,4472,0,0,0,0,30713854,Very strong typhoon
2014,Rammasun,Glenda,Northern Samar,4,350293,6608,39764,46372,7450000,152821837,Very strong typhoon
2014,Rammasun,Glenda,Samar,2,155681,2548,19330,21878,36700000,396602027,Very strong typhoon
2014,Rammasun,Glenda,Iloilo,1,0,0,0,0,0,0,Very strong typhoon
2014,Rammasun,Glenda,Biliran,1,0,0,0,0,0,6981708,Very strong typhoon
2014,Matmo,Henry,Occidental Mindoro,0,46,0,0,0,0,0,Strong typhoon
2014,Matmo,Henry,Negros Occidental,0,785,36,150,186,0,0,Strong typhoon
2014,Matmo,Henry,Misamis Oriental,0,0,11,116,127,0,0,Strong typhoon
2014,Luis,,Nueva Vizcaya,1,181,6,10,16,0,0,Strong typhoon
2014,Luis,,Cagayan,1,34343,108,1485,1593,0,606529,Strong typhoon
2014,Luis,,Pangasinan,3,294971,59,120,179,0,128364100.5,Strong typhoon
2014,Luis,,Metro Manila,0,9799,0,0,0,0,0,Strong typhoon
2014,Luis,,Ilocos Norte,0,147,0,22,22,0,11551053.28,Strong typhoon
2014,Luis,,La Union,0,11826,2,39,41,24400000,21402718.67,Strong typhoon
2014,Luis,,Isabela,0,5112,0,5,5,10500000,58819341.79,Strong typhoon
2014,Luis,,Aurora,0,120,0,0,0,0,14396615,Strong typhoon
2014,Luis,,Bataan,0,37,0,0,0,0,0,Strong typhoon
2014,Luis,,Bulacan,0,31382,0,0,0,0,44948317.8,Strong typhoon
2014,Luis,,Nueva Ecija,0,31051,0,0,0,650000,260153580.3,Strong typhoon
2014,Luis,,Pampanga,0,27347,8,0,8,0,95936078,Strong typhoon
2014,Luis,,Tarlac,0,38925,0,0,0,0,110170450.5,Strong typhoon
2014,Luis,,Zambales,0,1841,2,20,22,0,16112783.64,Strong typhoon
2014,Luis,,Rizal,0,6709,0,0,0,0,0,Strong typhoon
2014,Luis,,Negros Occidental,0,448,0,0,0,0,0,Strong typhoon
2014,Luis,,Apayao,0,1955,5,329,334,120000,200630930,Strong typhoon
2014,Luis,,Benguet,0,285,1,16,17,5810000,9466180.26,Strong typhoon
2014,Luis,,Kalinga,0,11406,3,99,102,4000000,85090807,Strong typhoon
2014,Luis,,Mountain Province,0,482,0,0,0,17250000,25414396,Strong typhoon
2014,Fung-Wong,Mario,Metro Manila,7,94957,0,0,0,252680,0,Tropical storm
2014,Fung-Wong,Mario,Ilocos Norte,0,48471,179,1167,1346,239405000,502001803.1,Tropical storm
2014,Fung-Wong,Mario,Ilocos Sur,1,218004,1878,4594,6472,62400000,84319758.27,Tropical storm
2014,Fung-Wong,Mario,La Union,3,72229,82,1875,1957,102400000,84827753.9,Tropical storm
2014,Fung-Wong,Mario,Pangasinan,0,230270,12,139,151,49000000,707823689.2,Tropical storm
2014,Fung-Wong,Mario,Cagayan,0,117,0,0,0,0,365688470,Tropical storm
2014,Fung-Wong,Mario,Isabela,0,435,0,0,0,0,89514370,Tropical storm
2014,Fung-Wong,Mario,Nueva Vizcaya,0,1440,14,251,265,0,0,Tropical storm
2014,Fung-Wong,Mario,Bataan,0,197,0,0,0,0,0,Tropical storm
2014,Fung-Wong,Mario,Bulacan,0,231922,7,24,31,16000000,104669139.3,Tropical storm
2014,Fung-Wong,Mario,Nueva Ecija,0,27707,0,0,0,40300000,288053123.2,Tropical storm
2014,Fung-Wong,Mario,Pampanga,0,54315,1,5,6,0,135620555,Tropical storm
2014,Fung-Wong,Mario,Tarlac,0,41673,0,0,0,0,279725916.5,Tropical storm
2014,Fung-Wong,Mario,Zambales,0,1999,7,5,12,0,34362551.4,Tropical storm
2014,Fung-Wong,Mario,Batangas,0,440,1,0,1,0,0,Tropical storm
2014,Fung-Wong,Mario,Cavite,1,2563,0,0,0,0,0,Tropical storm
2014,Fung-Wong,Mario,Laguna,1,30331,0,0,0,0,0,Tropical storm
2014,Fung-Wong,Mario,Rizal,2,81667,5,2,7,0,0,Tropical storm
2014,Fung-Wong,Mario,Occidental Mindoro,1,7899,3,1,4,0,0,Tropical storm
2014,Fung-Wong,Mario,Camarines Norte,0,2050,0,0,0,0,0,Tropical storm
2014,Fung-Wong,Mario,Camarines Sur,2,428122,1,0,1,0,0,Tropical storm
2014,Fung-Wong,Mario,Cebu,0,416885,0,0,0,0,0,Tropical storm
2014,Fung-Wong,Mario,Abra,0,57877,42,1012,1054,104210041,88863040,Tropical storm
2014,Fung-Wong,Mario,Apayao,0,165,0,41,41,0,85795309,Tropical storm
2014,Fung-Wong,Mario,Benguet,0,681,2,23,25,7250000,32591140,Tropical storm
2014,Fung-Wong,Mario,Ifugao,0,599,9,138,147,2500000,9551376,Tropical storm
2014,Fung-Wong,Mario,Kalinga,0,153,4,46,50,15000000,15974200,Tropical storm
2014,Fung-Wong,Mario,Mountain Province,0,85,9,12,21,7000000,101858689,Tropical storm
2014,Sinlaku,Queenie,Cebu,2,1038,2,89,91,0,0,Tropical storm
2014,Sinlaku,Queenie,Bohol,1,5064,133,780,913,0,0,Tropical storm
2014,Sinlaku,Queenie,Palawan,0,34640,91,1995,2086,0,0,Tropical storm
2014,Sinlaku,Queenie,Negros Occidental,0,1725,100,300,400,0,0,Tropical storm
2014,Sinlaku,Queenie,Negros Oriental,0,1086,17,87,104,0,0,Tropical storm
2014,Sinlaku,Queenie,Southern Leyte,0,36,0,0,0,0,0,Tropical storm
2014,Sinlaku,Queenie,Misamis Oriental,0,869,0,0,0,0,0,Tropical storm
2014,Sinlaku,Queenie,Davao del Sur,0,3,0,0,0,0,0,Tropical storm
2014,Sinlaku,Queenie,Dinagat Islands,0,869,0,0,0,0,0,Tropical storm
2014,Sinlaku,Queenie,Surigao del Norte,0,1300,0,146,146,0,0,Tropical storm
2014,Sinlaku,Queenie,Surigao del Sur,0,219,0,2,2,0,0,Tropical storm
2014,Hagupit,Ruby,Metro Manila,0,25040,0,0,0,0,0,Violent typhoon
2014,Hagupit,Ruby,Bataan,0,1899,0,0,0,0,0,Violent typhoon
2014,Hagupit,Ruby,Batangas,1,10849,0,0,0,0,17611663,Violent typhoon
2014,Hagupit,Ruby,Cavite,0,21679,0,0,0,0,560642,Violent typhoon
2014,Hagupit,Ruby,Laguna,0,8910,1,0,1,0,2513710,Violent typhoon
2014,Hagupit,Ruby,Quezon,1,89890,4,17,21,9626273,11500250,Violent typhoon
2014,Hagupit,Ruby,Rizal,0,688,0,0,0,0,81888181,Violent typhoon
2014,Hagupit,Ruby,Marinduque,0,12950,0,0,0,86500000,7317617,Violent typhoon
2014,Hagupit,Ruby,Occidental Mindoro,0,40044,0,0,0,0,0,Violent typhoon
2014,Hagupit,Ruby,Oriental Mindoro,1,74590,0,0,0,55530000,245895,Violent typhoon
2014,Hagupit,Ruby,Palawan,0,46717,0,0,0,0,0,Violent typhoon
2014,Hagupit,Ruby,Romblon,0,73595,20,245,265,86000000,10277900,Violent typhoon
2014,Hagupit,Ruby,Albay,0,401878,0,18,18,514900000,149126132,Violent typhoon
2014,Hagupit,Ruby,Camarines Norte,0,36861,2,0,2,0,31811472,Violent typhoon
2014,Hagupit,Ruby,Camarines Sur,0,219253,160,3115,3275,53000000,925424922,Violent typhoon
2014,Hagupit,Ruby,Catanduanes,0,59752,3,26,29,3048250,15897368,Violent typhoon
2014,Hagupit,Ruby,Masbate,0,267980,1022,16616,17638,32700000,277118087,Violent typhoon
2014,Hagupit,Ruby,Sorsogon,0,198576,300,7046,7346,0,13680666,Violent typhoon
2014,Hagupit,Ruby,Aklan,0,75241,0,6,6,0,619000,Violent typhoon
2014,Hagupit,Ruby,Antique,0,74347,0,0,0,0,15964028,Violent typhoon
2014,Hagupit,Ruby,Capiz,0,89305,4,1026,1030,0,185858627,Violent typhoon
2014,Hagupit,Ruby,Guimaras,0,4638,0,0,0,0,0,Violent typhoon
2014,Hagupit,Ruby,Iloilo,0,132525,210,1111,1321,0,90706990,Violent typhoon
2014,Hagupit,Ruby,Negros Occidental,0,84888,0,0,0,0,16370623,Violent typhoon
2014,Hagupit,Ruby,Bohol,0,26330,0,0,0,0,0,Violent typhoon
2014,Hagupit,Ruby,Cebu,1,125315,360,2711,3071,0,27597000,Violent typhoon
2014,Hagupit,Ruby,Negros Oriental,0,22635,0,0,0,0,0,Violent typhoon
2014,Hagupit,Ruby,Siquijor,0,223,0,0,0,0,33000,Violent typhoon
2014,Hagupit,Ruby,Biliran,2,46831,132,1924,2056,32900000,148372016,Violent typhoon
2014,Hagupit,Ruby,Eastern Samar,8,605040,19549,60041,79590,581300000,269665707,Violent typhoon
2014,Hagupit,Ruby,Leyte,2,420909,1272,23071,24343,938550,1009704604,Violent typhoon
2014,Hagupit,Ruby,Northern Samar,0,473759,6877,56490,63367,192980000,239744639,Violent typhoon
2014,Hagupit,Ruby,Samar,8,371806,12666,75731,88397,151735000,258715246,Violent typhoon
2014,Hagupit,Ruby,Southern Leyte,0,103192,5,46,51,14000000,943000,Violent typhoon
2014,Hagupit,Ruby,Agusan del Norte,0,9131,0,0,0,0,0,Violent typhoon
2014,Hagupit,Ruby,Agusan del Sur,0,1610,0,0,0,0,0,Violent typhoon
2014,Hagupit,Ruby,Dinagat Islands,0,24069,0,0,0,0,0,Violent typhoon
2014,Hagupit,Ruby,Surigao del Norte,0,59595,47,193,240,0,0,Violent typhoon
2014,Hagupit,Ruby,Surigao del Sur,0,21137,0,0,0,0,0,Violent typhoon
2014,Jangmi,Seniang,Antique,1,98,2,4,6,0,0,Tropical storm
2014,Jangmi,Seniang,Negros Occidental,2,48719,13,87,100,0,489040,Tropical storm
2014,Jangmi,Seniang,Bohol,5,21694,114,322,436,39934000,12570807,Tropical storm
2014,Jangmi,Seniang,Cebu,16,44247,168,229,397,72600000,137465,Tropical storm
2014,Jangmi,Seniang,Eastern Samar,0,0,17,26,43,28000000,96439295,Tropical storm
2014,Jangmi,Seniang,Samar,20,30207,26,172,198,113000000,138328569,Tropical storm
2014,Jangmi,Seniang,Leyte,12,231734,21,1188,1209,21386500,109169872,Tropical storm
2014,Jangmi,Seniang,Zamboanga del Sur,0,410,60,21,81,0,0,Tropical storm
2014,Jangmi,Seniang,Bukidnon,3,7347,16,135,151,11152500,15807999.75,Tropical storm
2014,Jangmi,Seniang,Camiguin,0,344,0,15,15,0,0,Tropical storm
2014,Jangmi,Seniang,Misamis Oriental,1,61187,137,129,266,70833900,63501317,Tropical storm
2014,Jangmi,Seniang,Davao de Oro,2,10180,1,12,13,0,1220150,Tropical storm
2014,Jangmi,Seniang,Agusan del Norte,2,48095,3,0,3,8750000,8643055,Tropical storm
