Year,Storm,Province,Damage to Infrastructure (PhP)
2024,Carina,Abra,87263000.0
2024,Carina,Agusan del Sur,0.0
2024,Carina,Aklan,0.0
2024,Carina,Albay,0.0
2024,Carina,Antique,0.0
2024,Carina,Apayao,5533000.0
2024,Carina,Aurora,0.0
2024,Carina,Basilan,0.0
2024,Carina,Bataan,263027970.23
2024,Carina,Batanes,0.0
2024,Carina,Batangas,198990000.0
2024,Carina,Benguet,191595636.87
2024,Carina,Biliran,14599999.5
2024,Carina,Bukidnon,3425019.28
2024,Carina,Bulacan,272680324.6
2024,Carina,Cagayan,0.0
2024,Carina,Camarines Norte,0.0
2024,Carina,Camarines Sur,0.0
2024,Carina,Capiz,0.0
2024,Carina,Catanduanes,0.0
2024,Carina,Cavite,132248158.68
2024,Carina,Cebu,0.0
2024,Carina,Cotabato,0.0
2024,Carina,Davao Occidental,0.0
2024,Carina,Davao Oriental,0.0
2024,Carina,Davao del Norte,0.0
2024,Carina,Guimaras,0.0
2024,Carina,Ifugao,19635000.0
2024,Carina,Ilocos Norte,0.0
2024,Carina,Ilocos Sur,0.0
2024,Carina,Iloilo,0.0
2024,Carina,Isabela,0.0
2024,Carina,Kalinga,0.0
2024,Carina,La Union,0.0
2024,Carina,Laguna,6443077.9
2024,Carina,Lanao del Norte,410000.0
2024,Carina,Lanao del Sur,0.0
2024,Carina,Leyte,51219062.93
2024,Carina,Maguindanao del Norte,0.0
2024,Carina,Maguindanao del Sur,0.0
2024,Carina,Masbate,0.0
2024,Carina,Misamis Oriental,0.0
2024,Carina,Negros Occidental,0.0
2024,Carina,Negros Oriental,0.0
2024,Carina,Nueva Ecija,30500000.0
2024,Carina,Nueva Vizcaya,0.0
2024,Carina,Occidental Mindoro,69225610.86
2024,Carina,Oriental Mindoro,1398961136.23
2024,Carina,Palawan,0.0
2024,Carina,Pampanga,89494540.07
2024,Carina,Pangasinan,454908290.46
2024,Carina,Quezon,3306450.0
2024,Carina,Quirino,0.0
2024,Carina,Rizal,0.0
2024,Carina,Romblon,88938083.33
2024,Carina,Sarangani,0.0
2024,Carina,Sorsogon,0.0
2024,Carina,South Cotabato,0.0
2024,Carina,Southern Leyte,3750000.0
2024,Carina,Sultan Kudarat,0.0
2024,Carina,Surigao del Norte,0.0
2024,Carina,Tarlac,497001064.02
2024,Carina,Zambales,0.0
2024,Carina,Zamboanga Sibugay,0.0
2024,Carina,Zamboanga del Norte,0.0
2024,Carina,Zamboanga del Sur,0.0
