Year,Storm,Province,Houses destroyed,Houses damaged,Total Houses
2023,Betty,Abra,0.0,7.0,7.0
2023,Betty,Aklan,1.0,6.0,7.0
2023,Betty,Antique,0.0,6.0,6.0
2023,Betty,Apayao,0.0,2.0,2.0
2023,Betty,Aurora,2.0,2.0,4.0
2023,Betty,Batanes,0.0,0.0,0.0
2023,Betty,Benguet,0.0,9.0,9.0
2023,Betty,Cagayan,0.0,0.0,0.0
2023,Betty,Guimaras,0.0,1.0,1.0
2023,Betty,Ifugao,0.0,2.0,2.0
2023,Betty,Ilocos Norte,0.0,0.0,0.0
2023,Betty,Ilocos Sur,0.0,8.0,8.0
2023,Betty,Iloilo,5.0,21.0,26.0
2023,Betty,Isabela,0.0,0.0,0.0
2023,Betty,La Union,0.0,1.0,1.0
2023,Betty,Negros Occidental,1.0,2.0,3.0
2023,Betty,Occidental Mindoro,0.0,0.0,0.0
2023,Betty,Palawan,0.0,0.0,0.0
2023,Betty,Pangasinan,0.0,1.0,1.0
2023,Betty,Romblon,0.0,0.0,0.0
