Year,Storm,Province,Houses destroyed,Houses damaged,Total Houses
2024,Ferdie,Aklan,0.0,0.0,0.0
2024,Ferdie,Albay,0.0,0.0,0.0
2024,Ferdie,Antique,3.0,15.0,18.0
2024,Ferdie,Camarines Sur,0.0,0.0,0.0
2024,Ferdie,Camiguin,1.0,3.0,4.0
2024,Ferdie,Cotabato,1.0,2.0,3.0
2024,Ferdie,Davao Occidental,2.0,2.0,4.0
2024,Ferdie,Davao Oriental,0.0,1.0,1.0
2024,Ferdie,Iloilo,0.0,0.0,0.0
2024,Ferdie,Isabela,0.0,0.0,0.0
2024,Ferdie,Lanao del Norte,0.0,47.0,47.0
2024,Ferdie,Maguindanao del Norte,0.0,0.0,0.0
2024,Ferdie,Maguindanao del Sur,0.0,0.0,0.0
2024,Ferdie,Misamis Oriental,0.0,1.0,1.0
2024,Ferdie,Negros Occidental,3.0,2.0,5.0
2024,Ferdie,Negros Oriental,0.0,0.0,0.0
2024,Ferdie,Sarangani,0.0,4.0,4.0
2024,Ferdie,Sorsogon,0.0,0.0,0.0
2024,Ferdie,Sultan Kudarat,2.0,3.0,5.0
2024,Ferdie,Zamboanga del Norte,1.0,6.0,7.0
2024,Ferdie,Zamboanga del Sur,0.0,0.0,0.0
