Year,Storm,Province,Houses destroyed,Houses damaged,Total Houses
2020,Rolly,Albay,17299.0,58975.0,76274.0
2020,Rolly,Apayao,0.0,2.0,2.0
2020,Rolly,Batangas,426.0,5502.0,5928.0
2020,Rolly,Benguet,0.0,0.0,0.0
2020,Rolly,Camarines Norte,116.0,934.0,1050.0
2020,Rolly,Camarines Sur,4585.0,20232.0,24817.0
2020,Rolly,Catanduanes,13029.0,22076.0,35105.0
2020,Rolly,Cavite,0.0,1.0,1.0
2020,Rolly,Isabela,0.0,0.0,0.0
2020,Rolly,Kalinga,0.0,0.0,0.0
2020,Rolly,Laguna,27.0,213.0,240.0
2020,Rolly,Marinduque,93.0,709.0,802.0
2020,Rolly,Masbate,0.0,2.0,2.0
2020,Rolly,Northern Samar,0.0,0.0,0.0
2020,Rolly,Nueva Ecija,0.0,0.0,0.0
2020,Rolly,Occidental Mindoro,0.0,0.0,0.0
2020,Rolly,Oriental Mindoro,0.0,2.0,2.0
2020,Rolly,Quezon,1427.0,16887.0,18314.0
2020,Rolly,Sorsogon,447.0,7789.0,8236.0
