Year,Storm,Province,Houses destroyed,Houses damaged,Total Houses
2025,Mirasol,Aurora,0,0,0
2025,Mirasol,Camarines Sur,0,0,0
2025,Mirasol,Catanduanes,0,0,0
2025,Mirasol,Quirino,0,0,0
2025,Mirasol,Rizal,0,0,0
