Year,Storm,Province,Houses destroyed,Houses damaged,Total Houses
2021,Fabian,Abra,0.0,0.0,0.0
2021,Fabian,Antique,0.0,0.0,0.0
2021,Fabian,Bataan,0.0,1.0,1.0
2021,Fabian,Batangas,22.0,103.0,125.0
2021,Fabian,Benguet,3.0,51.0,54.0
2021,Fabian,Bulacan,0.0,0.0,0.0
2021,Fabian,Camarines Sur,0.0,0.0,0.0
2021,Fabian,Cavite,35.0,45.0,80.0
2021,Fabian,Guimaras,0.0,0.0,0.0
2021,Fabian,Ilocos Norte,0.0,0.0,0.0
2021,Fabian,Ilocos Sur,0.0,0.0,0.0
2021,Fabian,Iloilo,38.0,118.0,156.0
2021,Fabian,Kalinga,2.0,0.0,2.0
2021,Fabian,La Union,6.0,130.0,136.0
2021,Fabian,Laguna,0.0,0.0,0.0
2021,Fabian,Marinduque,0.0,0.0,0.0
2021,Fabian,Negros Occidental,0.0,0.0,0.0
2021,Fabian,Occidental Mindoro,19.0,75.0,94.0
2021,Fabian,Oriental Mindoro,18.0,58.0,76.0
2021,Fabian,Palawan,0.0,0.0,0.0
2021,Fabian,Pampanga,0.0,2.0,2.0
2021,Fabian,Pangasinan,0.0,0.0,0.0
2021,Fabian,Quezon,0.0,0.0,0.0
2021,Fabian,Rizal,0.0,1.0,1.0
2021,Fabian,Romblon,0.0,0.0,0.0
2021,Fabian,Zambales,0.0,0.0,0.0
